# eps=1.0: maximum star formation efficiency for FFB
# -----
# z, rho_SFR(<MUV) [Msun yr^-1 cMpc^-3]
#   MUV: absolute mag without dust attenuation
       z   rho(<-14.0)   rho(<-14.5)   rho(<-15.0)   rho(<-15.5)   rho(<-16.0)   rho(<-16.5)   rho(<-17.0)   rho(<-17.5)   rho(<-18.0)   rho(<-18.5)   rho(<-19.0)   rho(<-19.5)   rho(<-20.0)   rho(<-20.5)   rho(<-21.0)   rho(<-21.5)   rho(<-22.0)  
   9.000     8.346e-03     8.166e-03     7.983e-03     7.798e-03     7.611e-03     7.424e-03     7.234e-03     7.039e-03     6.836e-03     6.617e-03     6.376e-03     6.100e-03     5.774e-03     5.379e-03     4.887e-03     4.270e-03     3.500e-03  
   9.500     6.926e-03     6.786e-03     6.643e-03     6.499e-03     6.353e-03     6.205e-03     6.052e-03     5.892e-03     5.719e-03     5.527e-03     5.308e-03     5.050e-03     4.737e-03     4.350e-03     3.865e-03     3.256e-03     2.513e-03  
  10.000     5.731e-03     5.623e-03     5.513e-03     5.400e-03     5.285e-03     5.166e-03     5.040e-03     4.904e-03     4.753e-03     4.580e-03     4.377e-03     4.132e-03     3.830e-03     3.452e-03     2.978e-03     2.393e-03     1.705e-03  
  10.500     4.735e-03     4.650e-03     4.564e-03     4.475e-03     4.382e-03     4.283e-03     4.176e-03     4.058e-03     3.922e-03     3.763e-03     3.572e-03     3.338e-03     3.046e-03     2.682e-03     2.228e-03     1.683e-03     1.084e-03  
  11.000     3.907e-03     3.840e-03     3.771e-03     3.698e-03     3.621e-03     3.537e-03     3.444e-03     3.337e-03     3.213e-03     3.065e-03     2.884e-03     2.660e-03     2.381e-03     2.034e-03     1.612e-03     1.126e-03     6.412e-04  
  11.500     3.222e-03     3.168e-03     3.111e-03     3.050e-03     2.983e-03     2.909e-03     2.825e-03     2.728e-03     2.612e-03     2.473e-03     2.301e-03     2.089e-03     1.825e-03     1.503e-03     1.122e-03     7.121e-04     3.535e-04  
  12.000     2.657e-03     2.612e-03     2.562e-03     2.509e-03     2.450e-03     2.383e-03     2.306e-03     2.216e-03     2.107e-03     1.976e-03     1.814e-03     1.614e-03     1.370e-03     1.077e-03     7.470e-04     4.238e-04     1.817e-04  
  12.500     2.192e-03     2.152e-03     2.109e-03     2.061e-03     2.007e-03     1.945e-03     1.873e-03     1.788e-03     1.686e-03     1.562e-03     1.410e-03     1.226e-03     1.003e-03     7.455e-04     4.738e-04     2.367e-04     8.582e-05  
  13.000     1.811e-03     1.774e-03     1.734e-03     1.689e-03     1.639e-03     1.580e-03     1.512e-03     1.432e-03     1.336e-03     1.220e-03     1.079e-03     9.107e-04     7.136e-04     4.962e-04     2.847e-04     1.223e-04     3.736e-05  
  13.500     1.498e-03     1.463e-03     1.425e-03     1.382e-03     1.333e-03     1.277e-03     1.212e-03     1.135e-03     1.044e-03     9.364e-04     8.084e-04     6.589e-04     4.910e-04     3.160e-04     1.601e-04     5.849e-05     1.525e-05  
  14.000     1.240e-03     1.205e-03     1.167e-03     1.124e-03     1.076e-03     1.021e-03     9.580e-04     8.848e-04     7.998e-04     7.015e-04     5.893e-04     4.634e-04     3.268e-04     1.912e-04     8.398e-05     2.619e-05     5.905e-06  
  14.500     1.023e-03     9.869e-04     9.472e-04     9.032e-04     8.542e-04     7.993e-04     7.378e-04     6.695e-04     5.944e-04     5.124e-04     4.213e-04     3.191e-04     2.097e-04     1.093e-04     4.132e-05     1.109e-05     2.180e-06  
  15.000     8.340e-04     7.942e-04     7.509e-04     7.039e-04     6.536e-04     6.009e-04     5.473e-04     4.934e-04     4.365e-04     3.723e-04     2.980e-04     2.143e-04     1.290e-04     5.902e-05     1.918e-05     4.477e-06     7.702e-07  
  15.500     6.574e-04     6.113e-04     5.639e-04     5.180e-04     4.766e-04     4.402e-04     4.051e-04     3.669e-04     3.221e-04     2.687e-04     2.067e-04     1.392e-04     7.560e-05     3.008e-05     8.459e-06     1.729e-06     2.607e-07  
  16.000     4.775e-04     4.332e-04     3.996e-04     3.748e-04     3.535e-04     3.312e-04     3.052e-04     2.738e-04     2.358e-04     1.909e-04     1.399e-04     8.721e-05     4.215e-05     1.453e-05     3.560e-06     6.402e-07     8.460e-08  
  16.500     3.262e-04     3.098e-04     2.971e-04     2.843e-04     2.695e-04     2.514e-04     2.294e-04     2.025e-04     1.703e-04     1.330e-04     9.210e-05     5.248e-05     2.230e-05     6.676e-06     1.435e-06     2.278e-07     2.634e-08  
  17.000     2.438e-04     2.365e-04     2.281e-04     2.179e-04     2.053e-04     1.898e-04     1.708e-04     1.480e-04     1.211e-04     9.067e-05     5.876e-05     3.020e-05     1.122e-05     2.928e-06     5.559e-07     7.791e-08     7.863e-09  
  17.500     1.880e-04     1.822e-04     1.751e-04     1.662e-04     1.553e-04     1.420e-04     1.259e-04     1.068e-04     8.469e-05     6.039e-05     3.619e-05     1.658e-05     5.368e-06     1.230e-06     2.071e-07     2.562e-08     2.249e-09  
  18.000     1.448e-04     1.398e-04     1.336e-04     1.259e-04     1.166e-04     1.053e-04     9.178e-05     7.598e-05     5.808e-05     3.912e-05     2.145e-05     8.681e-06     2.452e-06     4.966e-07     7.425e-08     8.096e-09     6.149e-10  
  18.500     1.110e-04     1.066e-04     1.012e-04     9.468e-05     8.675e-05     7.727e-05     6.609e-05     5.321e-05     3.902e-05     2.459e-05     1.220e-05     4.326e-06     1.072e-06     1.929e-07     2.563e-08     2.457e-09     1.593e-10  
  19.000     8.455e-05     8.078e-05     7.620e-05     7.065e-05     6.400e-05     5.613e-05     4.698e-05     3.667e-05     2.561e-05     1.496e-05     6.629e-06     2.058e-06     4.502e-07     7.219e-08     8.521e-09     7.145e-10     3.754e-11  
  19.500     6.405e-05     6.083e-05     5.695e-05     5.230e-05     4.678e-05     4.034e-05     3.295e-05     2.480e-05     1.638e-05     8.768e-06     3.441e-06     9.368e-07     1.819e-07     2.604e-08     2.726e-09     1.975e-10     6.213e-12  
  20.000     4.823e-05     4.551e-05     4.225e-05     3.839e-05     3.386e-05     2.864e-05     2.276e-05     1.644e-05     1.018e-05     4.938e-06     1.705e-06     4.086e-07     7.076e-08     9.055e-09     8.370e-10     5.006e-11     0.000e+00  
  20.500     3.609e-05     3.381e-05     3.111e-05     2.794e-05     2.427e-05     2.009e-05     1.547e-05     1.066e-05     6.123e-06     2.662e-06     8.071e-07     1.712e-07     2.653e-08     3.031e-09     2.446e-10     9.406e-12     0.000e+00  
  21.000     2.683e-05     2.494e-05     2.273e-05     2.015e-05     1.720e-05     1.389e-05     1.033e-05     6.736e-06     3.554e-06     1.372e-06     3.653e-07     6.895e-08     9.584e-09     9.756e-10     6.733e-11     0.000e+00     0.000e+00  
  21.500     1.982e-05     1.826e-05     1.646e-05     1.439e-05     1.205e-05     9.470e-06     6.759e-06     4.137e-06     1.982e-06     6.743e-07     1.582e-07     2.671e-08     3.330e-09     2.994e-10     1.525e-11     0.000e+00     0.000e+00  
  22.000     1.453e-05     1.327e-05     1.182e-05     1.017e-05     8.330e-06     6.350e-06     4.322e-06     2.458e-06     1.057e-06     3.159e-07     6.565e-08     9.939e-09     1.109e-09     8.548e-11     3.156e-13     0.000e+00     0.000e+00  
  22.500     1.058e-05     9.562e-06     8.402e-06     7.103e-06     5.679e-06     4.177e-06     2.692e-06     1.407e-06     5.374e-07     1.410e-07     2.608e-08     3.548e-09     3.530e-10     2.179e-11     0.000e+00     0.000e+00     0.000e+00  
  23.000     7.642e-06     6.828e-06     5.913e-06     4.901e-06     3.811e-06     2.690e-06     1.628e-06     7.722e-07     2.596e-07     5.991e-08     9.906e-09     1.210e-09     1.046e-10     2.404e-12     0.000e+00     0.000e+00     0.000e+00  
  23.500     5.473e-06     4.829e-06     4.114e-06     3.335e-06     2.512e-06     1.690e-06     9.489e-07     4.032e-07     1.187e-07     2.420e-08     3.588e-09     3.919e-10     2.796e-11     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  24.000     3.885e-06     3.380e-06     2.827e-06     2.234e-06     1.621e-06     1.031e-06     5.305e-07     1.994e-07     5.127e-08     9.269e-09     1.232e-09     1.178e-10     4.208e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  24.500     2.730e-06     2.338e-06     1.914e-06     1.469e-06     1.020e-06     6.065e-07     2.820e-07     9.268e-08     2.083e-08     3.353e-09     3.983e-10     3.174e-11     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  25.000     1.897e-06     1.596e-06     1.275e-06     9.450e-07     6.231e-07     3.420e-07     1.411e-07     4.022e-08     7.921e-09     1.136e-09     1.179e-10     5.006e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
