# eps=0.9: maximum star formation efficiency for FFB
# -----
# z, rho_SFR(<MUV) [Msun yr^-1 cMpc^-3]
#   MUV: absolute mag without dust attenuation
       z   rho(<-14.0)   rho(<-14.5)   rho(<-15.0)   rho(<-15.5)   rho(<-16.0)   rho(<-16.5)   rho(<-17.0)   rho(<-17.5)   rho(<-18.0)   rho(<-18.5)   rho(<-19.0)   rho(<-19.5)   rho(<-20.0)   rho(<-20.5)   rho(<-21.0)   rho(<-21.5)   rho(<-22.0)  
   9.500     6.396e-03     6.253e-03     6.109e-03     5.964e-03     5.817e-03     5.668e-03     5.516e-03     5.356e-03     5.185e-03     4.997e-03     4.783e-03     4.531e-03     4.228e-03     3.854e-03     3.389e-03     2.809e-03     2.110e-03  
  10.000     5.276e-03     5.167e-03     5.055e-03     4.942e-03     4.826e-03     4.707e-03     4.582e-03     4.447e-03     4.299e-03     4.130e-03     3.932e-03     3.694e-03     3.403e-03     3.040e-03     2.588e-03     2.035e-03     1.398e-03  
  10.500     4.348e-03     4.263e-03     4.176e-03     4.086e-03     3.993e-03     3.895e-03     3.789e-03     3.672e-03     3.539e-03     3.385e-03     3.199e-03     2.973e-03     2.693e-03     2.344e-03     1.914e-03     1.405e-03     8.636e-04  
  11.000     3.581e-03     3.514e-03     3.444e-03     3.371e-03     3.294e-03     3.211e-03     3.119e-03     3.014e-03     2.893e-03     2.749e-03     2.574e-03     2.359e-03     2.092e-03     1.763e-03     1.365e-03     9.190e-04     4.949e-04  
  11.500     2.949e-03     2.895e-03     2.837e-03     2.776e-03     2.710e-03     2.637e-03     2.555e-03     2.460e-03     2.347e-03     2.212e-03     2.047e-03     1.844e-03     1.593e-03     1.288e-03     9.338e-04     5.660e-04     2.645e-04  
  12.000     2.430e-03     2.385e-03     2.336e-03     2.282e-03     2.224e-03     2.158e-03     2.083e-03     1.995e-03     1.890e-03     1.763e-03     1.607e-03     1.417e-03     1.185e-03     9.108e-04     6.092e-04     3.278e-04     1.316e-04  
  12.500     2.005e-03     1.965e-03     1.921e-03     1.874e-03     1.820e-03     1.760e-03     1.690e-03     1.607e-03     1.508e-03     1.389e-03     1.244e-03     1.069e-03     8.591e-04     6.207e-04     3.776e-04     1.775e-04     5.994e-05  
  13.000     1.657e-03     1.620e-03     1.580e-03     1.536e-03     1.486e-03     1.429e-03     1.363e-03     1.285e-03     1.192e-03     1.081e-03     9.469e-04     7.876e-04     6.038e-04     4.057e-04     2.208e-04     8.852e-05     2.520e-05  
  13.500     1.372e-03     1.337e-03     1.299e-03     1.256e-03     1.208e-03     1.154e-03     1.090e-03     1.016e-03     9.288e-04     8.255e-04     7.042e-04     5.642e-04     4.096e-04     2.528e-04     1.202e-04     4.085e-05     9.963e-06  
  14.000     1.137e-03     1.102e-03     1.064e-03     1.022e-03     9.746e-04     9.209e-04     8.594e-04     7.888e-04     7.074e-04     6.142e-04     5.090e-04     3.926e-04     2.681e-04     1.489e-04     6.097e-05     1.770e-05     3.742e-06  
  14.500     9.389e-04     9.029e-04     8.633e-04     8.197e-04     7.715e-04     7.178e-04     6.584e-04     5.931e-04     5.223e-04     4.458e-04     3.612e-04     2.670e-04     1.686e-04     8.263e-05     2.902e-05     7.278e-06     1.342e-06  
  15.000     7.653e-04     7.254e-04     6.821e-04     6.356e-04     5.863e-04     5.356e-04     4.851e-04     4.349e-04     3.820e-04     3.222e-04     2.531e-04     1.766e-04     1.011e-04     4.320e-05     1.306e-05     2.855e-06     4.605e-07  
  15.500     6.005e-04     5.542e-04     5.074e-04     4.632e-04     4.244e-04     3.908e-04     3.583e-04     3.226e-04     2.806e-04     2.308e-04     1.736e-04     1.126e-04     5.769e-05     2.135e-05     5.594e-06     1.072e-06     1.514e-07  
  16.000     4.303e-04     3.879e-04     3.568e-04     3.342e-04     3.146e-04     2.938e-04     2.693e-04     2.399e-04     2.044e-04     1.626e-04     1.159e-04     6.905e-05     3.123e-05     1.000e-05     2.290e-06     3.865e-07     4.769e-08  
  16.500     2.918e-04     2.770e-04     2.654e-04     2.535e-04     2.395e-04     2.225e-04     2.018e-04     1.766e-04     1.466e-04     1.122e-04     7.510e-05     4.055e-05     1.604e-05     4.463e-06     8.994e-07     1.338e-07     1.441e-08  
  17.000     2.183e-04     2.115e-04     2.036e-04     1.940e-04     1.821e-04     1.675e-04     1.498e-04     1.285e-04     1.035e-04     7.558e-05     4.704e-05     2.273e-05     7.829e-06     1.905e-06     3.394e-07     4.454e-08     4.170e-09  
  17.500     1.683e-04     1.628e-04     1.561e-04     1.477e-04     1.375e-04     1.250e-04     1.099e-04     9.215e-05     7.175e-05     4.965e-05     2.837e-05     1.214e-05     3.642e-06     7.803e-07     1.233e-07     1.424e-08     1.155e-09  
  18.000     1.295e-04     1.247e-04     1.189e-04     1.117e-04     1.029e-04     9.236e-05     7.978e-05     6.513e-05     4.872e-05     3.166e-05     1.643e-05     6.167e-06     1.619e-06     3.072e-07     4.307e-08     4.374e-09     3.048e-10  
  18.500     9.912e-05     9.501e-05     8.997e-05     8.383e-05     7.641e-05     6.756e-05     5.717e-05     4.529e-05     3.236e-05     1.955e-05     9.095e-06     2.989e-06     6.900e-07     1.164e-07     1.449e-08     1.289e-09     7.541e-11  
  19.000     7.544e-05     7.191e-05     6.761e-05     6.241e-05     5.621e-05     4.888e-05     4.041e-05     3.093e-05     2.095e-05     1.165e-05     4.809e-06     1.383e-06     2.827e-07     4.253e-08     4.692e-09     3.629e-10     1.604e-11  
  19.500     5.708e-05     5.407e-05     5.044e-05     4.609e-05     4.095e-05     3.497e-05     2.816e-05     2.072e-05     1.319e-05     6.672e-06     2.428e-06     6.131e-07     1.115e-07     1.498e-08     1.460e-09     9.619e-11     1.165e-12  
  20.000     4.293e-05     4.039e-05     3.734e-05     3.375e-05     2.954e-05     2.471e-05     1.931e-05     1.358e-05     8.055e-06     3.664e-06     1.170e-06     2.608e-07     4.237e-08     5.080e-09     4.352e-10     2.230e-11     0.000e+00  
  20.500     3.208e-05     2.995e-05     2.744e-05     2.449e-05     2.108e-05     1.723e-05     1.302e-05     8.691e-06     4.750e-06     1.923e-06     5.391e-07     1.067e-07     1.552e-08     1.658e-09     1.223e-10     2.391e-12     0.000e+00  
  21.000     2.381e-05     2.205e-05     1.999e-05     1.760e-05     1.488e-05     1.185e-05     8.608e-06     5.410e-06     2.697e-06     9.639e-07     2.377e-07     4.200e-08     5.478e-09     5.194e-10     3.177e-11     0.000e+00     0.000e+00  
  21.500     1.756e-05     1.612e-05     1.444e-05     1.252e-05     1.037e-05     8.017e-06     5.569e-06     3.266e-06     1.466e-06     4.609e-07     1.005e-07     1.590e-08     1.858e-09     1.542e-10     5.590e-12     0.000e+00     0.000e+00  
  22.000     1.285e-05     1.168e-05     1.034e-05     8.815e-06     7.130e-06     5.328e-06     3.516e-06     1.902e-06     7.619e-07     2.102e-07     4.073e-08     5.787e-09     6.034e-10     4.145e-11     0.000e+00     0.000e+00     0.000e+00  
  22.500     9.340e-06     8.396e-06     7.326e-06     6.132e-06     4.831e-06     3.472e-06     2.158e-06     1.065e-06     3.767e-07     9.141e-08     1.581e-08     2.019e-09     1.865e-10     9.185e-12     0.000e+00     0.000e+00     0.000e+00  
  23.000     6.731e-06     5.979e-06     5.137e-06     4.209e-06     3.219e-06     2.211e-06     1.282e-06     5.698e-07     1.769e-07     3.789e-08     5.873e-09     6.719e-10     5.261e-11     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  23.500     4.809e-06     4.217e-06     3.559e-06     2.847e-06     2.103e-06     1.371e-06     7.326e-07     2.899e-07     7.872e-08     1.494e-08     2.080e-09     2.118e-10     1.267e-11     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  24.000     3.404e-06     2.941e-06     2.434e-06     1.894e-06     1.344e-06     8.238e-07     4.003e-07     1.392e-07     3.309e-08     5.593e-09     6.973e-10     6.088e-11     2.393e-13     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  24.500     2.385e-06     2.026e-06     1.639e-06     1.236e-06     8.360e-07     4.759e-07     2.072e-07     6.284e-08     1.310e-08     1.977e-09     2.195e-10     1.499e-11     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  25.000     1.652e-06     1.377e-06     1.085e-06     7.879e-07     5.033e-07     2.626e-07     1.007e-07     2.646e-08     4.858e-09     6.535e-10     6.218e-11     6.891e-13     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
