# eps=0.2: maximum star formation efficiency for FFB
# -----
# z, rho_SFR(<MUV) [Msun yr^-1 cMpc^-3]
#   MUV: absolute mag without dust attenuation
       z   rho(<-14.0)   rho(<-14.5)   rho(<-15.0)   rho(<-15.5)   rho(<-16.0)   rho(<-16.5)   rho(<-17.0)   rho(<-17.5)   rho(<-18.0)   rho(<-18.5)   rho(<-19.0)   rho(<-19.5)   rho(<-20.0)   rho(<-20.5)   rho(<-21.0)   rho(<-21.5)   rho(<-22.0)  
   9.000     3.422e-03     3.209e-03     2.990e-03     2.770e-03     2.553e-03     2.341e-03     2.138e-03     1.942e-03     1.752e-03     1.565e-03     1.375e-03     1.177e-03     9.643e-04     7.311e-04     4.833e-04     2.529e-04     9.901e-05  
   9.500     2.649e-03     2.481e-03     2.311e-03     2.143e-03     1.978e-03     1.818e-03     1.664e-03     1.513e-03     1.364e-03     1.212e-03     1.054e-03     8.835e-04     6.960e-04     4.919e-04     2.877e-04     1.283e-04     4.612e-05  
  10.000     2.056e-03     1.926e-03     1.796e-03     1.668e-03     1.543e-03     1.421e-03     1.302e-03     1.183e-03     1.062e-03     9.359e-04     8.001e-04     6.506e-04     4.856e-04     3.123e-04     1.590e-04     6.349e-05     2.188e-05  
  10.500     1.607e-03     1.507e-03     1.408e-03     1.309e-03     1.213e-03     1.118e-03     1.023e-03     9.262e-04     8.254e-04     7.173e-04     5.986e-04     4.668e-04     3.245e-04     1.865e-04     8.439e-05     3.167e-05     9.699e-06  
  11.000     1.268e-03     1.191e-03     1.113e-03     1.036e-03     9.601e-04     8.836e-04     8.058e-04     7.247e-04     6.382e-04     5.439e-04     4.393e-04     3.246e-04     2.068e-04     1.065e-04     4.443e-05     1.500e-05     3.573e-06  
  11.500     1.013e-03     9.512e-04     8.893e-04     8.273e-04     7.649e-04     7.013e-04     6.353e-04     5.654e-04     4.897e-04     4.065e-04     3.148e-04     2.176e-04     1.264e-04     5.953e-05     2.238e-05     6.040e-06     1.099e-06  
  12.000     8.196e-04     7.688e-04     7.175e-04     6.656e-04     6.126e-04     5.579e-04     5.003e-04     4.387e-04     3.716e-04     2.982e-04     2.193e-04     1.408e-04     7.504e-05     3.182e-05     9.772e-06     2.063e-06     3.054e-07  
  12.500     6.723e-04     6.289e-04     5.846e-04     5.393e-04     4.927e-04     4.440e-04     3.925e-04     3.372e-04     2.775e-04     2.134e-04     1.479e-04     8.810e-05     4.248e-05     1.501e-05     3.682e-06     6.437e-07     8.022e-08  
  13.000     5.592e-04     5.202e-04     4.802e-04     4.390e-04     3.963e-04     3.517e-04     3.046e-04     2.545e-04     2.017e-04     1.476e-04     9.612e-05     5.251e-05     2.161e-05     6.217e-06     1.278e-06     1.909e-07     2.015e-08  
  13.500     4.706e-04     4.337e-04     3.956e-04     3.564e-04     3.158e-04     2.737e-04     2.300e-04     1.851e-04     1.403e-04     9.780e-05     5.969e-05     2.873e-05     9.835e-06     2.384e-06     4.225e-07     5.429e-08     4.836e-09  
  14.000     3.973e-04     3.602e-04     3.219e-04     2.828e-04     2.429e-04     2.028e-04     1.635e-04     1.267e-04     9.332e-05     6.272e-05     3.493e-05     1.437e-05     4.161e-06     8.716e-07     1.342e-07     1.481e-08     1.106e-09  
  14.500     3.299e-04     2.900e-04     2.495e-04     2.093e-04     1.711e-04     1.370e-04     1.087e-04     8.466e-05     6.177e-05     3.898e-05     1.915e-05     6.717e-06     1.674e-06     3.063e-07     4.102e-08     3.865e-09     2.400e-10  
  15.000     2.569e-04     2.121e-04     1.700e-04     1.349e-04     1.090e-04     9.032e-05     7.433e-05     5.792e-05     4.033e-05     2.313e-05     9.875e-06     2.975e-06     6.466e-07     1.037e-07     1.204e-08     9.634e-10     4.909e-11  
  15.500     1.670e-04     1.261e-04     1.003e-04     8.526e-05     7.442e-05     6.397e-05     5.240e-05     3.933e-05     2.550e-05     1.307e-05     4.824e-06     1.259e-06     2.403e-07     3.377e-08     3.387e-09     2.287e-10     9.197e-12  
  16.000     8.769e-05     7.502e-05     6.768e-05     6.126e-05     5.425e-05     4.609e-05     3.661e-05     2.608e-05     1.553e-05     7.015e-06     2.240e-06     5.114e-07     8.599e-08     1.058e-08     9.123e-10     5.143e-11     1.305e-12  
  16.500     5.825e-05     5.436e-05     5.023e-05     4.541e-05     3.967e-05     3.290e-05     2.513e-05     1.682e-05     9.070e-06     3.582e-06     9.939e-07     1.997e-07     2.964e-08     3.181e-09     2.348e-10     1.070e-11     0.000e+00  
  17.000     4.372e-05     4.092e-05     3.757e-05     3.354e-05     2.873e-05     2.313e-05     1.687e-05     1.049e-05     5.062e-06     1.741e-06     4.226e-07     7.511e-08     9.832e-09     9.182e-10     5.745e-11     1.790e-12     0.000e+00  
  17.500     3.310e-05     3.076e-05     2.793e-05     2.454e-05     2.055e-05     1.599e-05     1.106e-05     6.311e-06     2.695e-06     8.071e-07     1.726e-07     2.721e-08     3.137e-09     2.538e-10     1.311e-11     0.000e+00     0.000e+00  
  18.000     2.494e-05     2.297e-05     2.059e-05     1.777e-05     1.450e-05     1.084e-05     7.037e-06     3.646e-06     1.367e-06     3.580e-07     6.782e-08     9.491e-09     9.619e-10     6.689e-11     2.500e-12     0.000e+00     0.000e+00  
  18.500     1.868e-05     1.702e-05     1.504e-05     1.272e-05     1.007e-05     7.191e-06     4.339e-06     2.016e-06     6.611e-07     1.524e-07     2.567e-08     3.189e-09     2.830e-10     1.652e-11     5.413e-14     0.000e+00     0.000e+00  
  19.000     1.389e-05     1.250e-05     1.087e-05     8.982e-06     6.871e-06     4.650e-06     2.582e-06     1.064e-06     3.056e-07     6.234e-08     9.367e-09     1.031e-09     7.961e-11     3.503e-12     0.000e+00     0.000e+00     0.000e+00  
  19.500     1.025e-05     9.104e-06     7.770e-06     6.255e-06     4.599e-06     2.926e-06     1.478e-06     5.368e-07     1.353e-07     2.457e-08     3.295e-09     3.208e-10     2.108e-11     2.435e-13     0.000e+00     0.000e+00     0.000e+00  
  20.000     7.501e-06     6.564e-06     5.489e-06     4.288e-06     3.014e-06     1.785e-06     8.108e-07     2.585e-07     5.753e-08     9.331e-09     1.117e-09     9.551e-11     4.873e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  20.500     5.441e-06     4.683e-06     3.826e-06     2.890e-06     1.927e-06     1.052e-06     4.252e-07     1.190e-07     2.352e-08     3.416e-09     3.642e-10     2.682e-11     5.097e-13     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  21.000     3.910e-06     3.304e-06     2.629e-06     1.910e-06     1.199e-06     5.970e-07     2.130e-07     5.244e-08     9.250e-09     1.205e-09     1.140e-10     6.954e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  21.500     2.782e-06     2.302e-06     1.779e-06     1.235e-06     7.236e-07     3.243e-07     1.018e-07     2.215e-08     3.501e-09     4.085e-10     3.383e-11     1.213e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  22.000     1.957e-06     1.583e-06     1.182e-06     7.795e-07     4.212e-07     1.684e-07     4.639e-08     8.973e-09     1.273e-09     1.325e-10     9.078e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  22.500     1.361e-06     1.072e-06     7.700e-07     4.782e-07     2.357e-07     8.324e-08     2.016e-08     3.482e-09     4.440e-10     4.094e-11     2.002e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  23.000     9.345e-07     7.142e-07     4.903e-07     2.841e-07     1.260e-07     3.906e-08     8.350e-09     1.293e-09     1.477e-10     1.153e-11     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  23.500     6.320e-07     4.666e-07     3.039e-07     1.622e-07     6.408e-08     1.737e-08     3.292e-09     4.575e-10     4.652e-11     2.770e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  24.000     4.203e-07     2.981e-07     1.826e-07     8.859e-08     3.076e-08     7.296e-09     1.232e-09     1.533e-10     1.336e-11     4.006e-14     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  24.500     2.742e-07     1.854e-07     1.054e-07     4.583e-08     1.387e-08     2.887e-09     4.351e-10     4.823e-11     3.279e-12     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
  25.000     1.748e-07     1.116e-07     5.815e-08     2.226e-08     5.837e-09     1.070e-09     1.437e-10     1.365e-11     1.388e-13     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00     0.000e+00  
