# z=7.5: redshift
# eps=0.9: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.311e-01  
   6.1   1.945e-01  
   6.2   1.634e-01  
   6.3   1.371e-01  
   6.4   1.150e-01  
   6.5   9.631e-02  
   6.6   8.058e-02  
   6.7   6.735e-02  
   6.8   5.624e-02  
   6.9   4.693e-02  
   7.0   3.913e-02  
   7.1   3.261e-02  
   7.2   2.716e-02  
   7.3   2.261e-02  
   7.4   1.882e-02  
   7.5   1.566e-02  
   7.6   1.303e-02  
   7.7   1.085e-02  
   7.8   9.029e-03  
   7.9   7.520e-03  
   8.0   6.265e-03  
   8.1   5.223e-03  
   8.2   4.356e-03  
   8.3   3.636e-03  
   8.4   3.037e-03  
   8.5   2.538e-03  
   8.6   2.122e-03  
   8.7   1.776e-03  
   8.8   1.487e-03  
   8.9   1.245e-03  
   9.0   1.043e-03  
   9.1   8.740e-04  
   9.2   7.323e-04  
   9.3   6.134e-04  
   9.4   5.135e-04  
   9.5   4.296e-04  
   9.6   3.588e-04  
   9.7   2.992e-04  
   9.8   2.488e-04  
   9.9   2.061e-04  
  10.0   1.700e-04  
  10.1   1.393e-04  
  10.2   1.133e-04  
  10.3   9.120e-05  
  10.4   7.250e-05  
  10.5   5.676e-05  
  10.6   4.362e-05  
  10.7   3.280e-05  
  10.8   2.405e-05  
  10.9   1.712e-05  
  11.0   1.179e-05  
  11.1   7.824e-06  
  11.2   4.982e-06  
  11.3   3.033e-06  
  11.4   1.759e-06  
  11.5   9.682e-07  
  11.6   5.043e-07  
  11.7   2.480e-07  
  11.8   1.148e-07  
  11.9   5.000e-08  
  12.0   2.044e-08  
  12.1   7.846e-09  
  12.2   2.827e-09  
  12.3   9.570e-10  
  12.4   3.047e-10  
  12.5   9.145e-11  
  12.6   2.592e-11  
  12.7   6.951e-12  
  12.8   1.768e-12  
  12.9   4.267e-13  
  13.0   9.784e-14  
