# z=23.5: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   8.173e-05  
   6.1   6.724e-05  
   6.2   5.515e-05  
   6.3   4.510e-05  
   6.4   3.674e-05  
   6.5   2.980e-05  
   6.6   2.405e-05  
   6.7   1.930e-05  
   6.8   1.538e-05  
   6.9   1.215e-05  
   7.0   9.496e-06  
   7.1   7.328e-06  
   7.2   5.566e-06  
   7.3   4.149e-06  
   7.4   3.024e-06  
   7.5   2.147e-06  
   7.6   1.479e-06  
   7.7   9.849e-07  
   7.8   6.319e-07  
   7.9   3.893e-07  
   8.0   2.297e-07  
   8.1   1.294e-07  
   8.2   6.959e-08  
   8.3   3.564e-08  
   8.4   1.737e-08  
   8.5   8.061e-09  
   8.6   3.559e-09  
   8.7   1.496e-09  
   8.8   5.993e-10  
   8.9   2.289e-10  
   9.0   8.340e-11  
   9.1   2.901e-11  
   9.2   9.637e-12  
   9.3   3.054e-12  
   9.4   9.224e-13  
   9.5   2.648e-13  
   9.6   7.205e-14  
   9.7   1.849e-14  
   9.8   4.456e-15  
   9.9   1.003e-15  
  10.0   2.097e-16  
  10.1   4.053e-17  
  10.2   7.212e-18  
  10.3   1.176e-18  
  10.4   1.752e-19  
  10.5   2.377e-20  
  10.6   2.929e-21  
  10.7   3.271e-22  
  10.8   3.306e-23  
  10.9   3.019e-24  
  11.0   2.487e-25  
  11.1   1.847e-26  
  11.2   1.235e-27  
  11.3   7.434e-29  
  11.4   4.024e-30  
  11.5   1.958e-31  
  11.6   8.557e-33  
  11.7   3.359e-34  
  11.8   1.184e-35  
  11.9   3.744e-37  
  12.0   1.062e-38  
  12.1   2.704e-40  
  12.2   6.174e-42  
  12.3   1.264e-43  
  12.4   2.320e-45  
  12.5   3.816e-47  
  12.6   5.627e-49  
  12.7   7.437e-51  
  12.8   8.808e-53  
  12.9   9.346e-55  
  13.0   8.886e-57  
