# z=21.5: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   5.726e-05  
   6.1   4.629e-05  
   6.2   3.719e-05  
   6.3   2.964e-05  
   6.4   2.341e-05  
   6.5   1.827e-05  
   6.6   1.405e-05  
   6.7   1.062e-05  
   6.8   7.864e-06  
   6.9   5.679e-06  
   7.0   3.985e-06  
   7.1   2.707e-06  
   7.2   1.774e-06  
   7.3   1.117e-06  
   7.4   6.746e-07  
   7.5   3.895e-07  
   7.6   2.146e-07  
   7.7   1.127e-07  
   7.8   5.637e-08  
   7.9   2.683e-08  
   8.0   1.216e-08  
   8.1   5.246e-09  
   8.2   2.157e-09  
   8.3   8.454e-10  
   8.4   3.162e-10  
   8.5   1.129e-10  
   8.6   3.854e-11  
   8.7   1.257e-11  
   8.8   3.917e-12  
   8.9   1.165e-12  
   9.0   3.301e-13  
   9.1   8.887e-14  
   9.2   2.265e-14  
   9.3   5.442e-15  
   9.4   1.226e-15  
   9.5   2.579e-16  
   9.6   5.036e-17  
   9.7   9.087e-18  
   9.8   1.508e-18  
   9.9   2.294e-19  
  10.0   3.186e-20  
  10.1   4.029e-21  
  10.2   4.627e-22  
  10.3   4.817e-23  
  10.4   4.537e-24  
  10.5   3.861e-25  
  10.6   2.965e-26  
  10.7   2.052e-27  
  10.8   1.279e-28  
  10.9   7.174e-30  
  11.0   3.619e-31  
  11.1   1.641e-32  
  11.2   6.685e-34  
  11.3   2.446e-35  
  11.4   8.033e-37  
  11.5   2.368e-38  
  11.6   6.263e-40  
  11.7   1.486e-41  
  11.8   3.162e-43  
  11.9   6.034e-45  
  12.0   1.032e-46  
  12.1   1.583e-48  
  12.2   2.176e-50  
  12.3   2.681e-52  
  12.4   2.960e-54  
  12.5   2.928e-56  
  12.6   2.595e-58  
  12.7   2.060e-60  
  12.8   1.465e-62  
  12.9   9.336e-65  
  13.0   5.328e-67  
