# z=8.0: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.959e-01  
   6.1   1.634e-01  
   6.2   1.361e-01  
   6.3   1.132e-01  
   6.4   9.397e-02  
   6.5   7.788e-02  
   6.6   6.443e-02  
   6.7   5.323e-02  
   6.8   4.390e-02  
   6.9   3.615e-02  
   7.0   2.973e-02  
   7.1   2.442e-02  
   7.2   2.004e-02  
   7.3   1.643e-02  
   7.4   1.345e-02  
   7.5   1.101e-02  
   7.6   9.013e-03  
   7.7   7.374e-03  
   7.8   6.033e-03  
   7.9   4.938e-03  
   8.0   4.042e-03  
   8.1   3.311e-03  
   8.2   2.714e-03  
   8.3   2.226e-03  
   8.4   1.828e-03  
   8.5   1.502e-03  
   8.6   1.235e-03  
   8.7   1.016e-03  
   8.8   8.365e-04  
   8.9   6.888e-04  
   9.0   5.672e-04  
   9.1   4.668e-04  
   9.2   3.838e-04  
   9.3   3.149e-04  
   9.4   2.577e-04  
   9.5   2.100e-04  
   9.6   1.702e-04  
   9.7   1.369e-04  
   9.8   1.090e-04  
   9.9   8.574e-05  
  10.0   6.641e-05  
  10.1   5.049e-05  
  10.2   3.755e-05  
  10.3   2.721e-05  
  10.4   1.915e-05  
  10.5   1.303e-05  
  10.6   8.537e-06  
  10.7   5.370e-06  
  10.8   3.230e-06  
  10.9   1.852e-06  
  11.0   1.009e-06  
  11.1   5.213e-07  
  11.2   2.548e-07  
  11.3   1.177e-07  
  11.4   5.129e-08  
  11.5   2.109e-08  
  11.6   8.179e-09  
  11.7   2.995e-09  
  11.8   1.036e-09  
  11.9   3.392e-10  
  12.0   1.051e-10  
  12.1   3.089e-11  
  12.2   8.610e-12  
  12.3   2.277e-12  
  12.4   5.707e-13  
  12.5   1.356e-13  
  12.6   3.046e-14  
  12.7   6.467e-15  
  12.8   1.295e-15  
  12.9   2.441e-16  
  13.0   4.323e-17  
