# z=22.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.197e-04  
   6.1   9.874e-05  
   6.2   8.118e-05  
   6.3   6.654e-05  
   6.4   5.433e-05  
   6.5   4.418e-05  
   6.6   3.575e-05  
   6.7   2.877e-05  
   6.8   2.298e-05  
   6.9   1.820e-05  
   7.0   1.427e-05  
   7.1   1.104e-05  
   7.2   8.406e-06  
   7.3   6.282e-06  
   7.4   4.589e-06  
   7.5   3.265e-06  
   7.6   2.254e-06  
   7.7   1.504e-06  
   7.8   9.667e-07  
   7.9   5.965e-07  
   8.0   3.525e-07  
   8.1   1.989e-07  
   8.2   1.071e-07  
   8.3   5.493e-08  
   8.4   2.682e-08  
   8.5   1.246e-08  
   8.6   5.511e-09  
   8.7   2.321e-09  
   8.8   9.315e-10  
   8.9   3.565e-10  
   9.0   1.302e-10  
   9.1   4.542e-11  
   9.2   1.513e-11  
   9.3   4.816e-12  
   9.4   1.462e-12  
   9.5   4.230e-13  
   9.6   1.162e-13  
   9.7   3.022e-14  
   9.8   7.406e-15  
   9.9   1.701e-15  
  10.0   3.645e-16  
  10.1   7.247e-17  
  10.2   1.331e-17  
  10.3   2.246e-18  
  10.4   3.472e-19  
  10.5   4.899e-20  
  10.6   6.292e-21  
  10.7   7.337e-22  
  10.8   7.752e-23  
  10.9   7.409e-24  
  11.0   6.396e-25  
  11.1   4.981e-26  
  11.2   3.496e-27  
  11.3   2.209e-28  
  11.4   1.257e-29  
  11.5   6.426e-31  
  11.6   2.954e-32  
  11.7   1.220e-33  
  11.8   4.525e-35  
  11.9   1.506e-36  
  12.0   4.502e-38  
  12.1   1.207e-39  
  12.2   2.903e-41  
  12.3   6.262e-43  
  12.4   1.211e-44  
  12.5   2.101e-46  
  12.6   3.266e-48  
  12.7   4.552e-50  
  12.8   5.685e-52  
  12.9   6.363e-54  
  13.0   6.382e-56  
