# z=22.0: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.372e-04  
   6.1   1.131e-04  
   6.2   9.305e-05  
   6.3   7.628e-05  
   6.4   6.230e-05  
   6.5   5.066e-05  
   6.6   4.099e-05  
   6.7   3.297e-05  
   6.8   2.632e-05  
   6.9   2.083e-05  
   7.0   1.630e-05  
   7.1   1.258e-05  
   7.2   9.551e-06  
   7.3   7.109e-06  
   7.4   5.168e-06  
   7.5   3.655e-06  
   7.6   2.506e-06  
   7.7   1.659e-06  
   7.8   1.057e-06  
   7.9   6.457e-07  
   8.0   3.776e-07  
   8.1   2.109e-07  
   8.2   1.123e-07  
   8.3   5.693e-08  
   8.4   2.748e-08  
   8.5   1.263e-08  
   8.6   5.522e-09  
   8.7   2.300e-09  
   8.8   9.134e-10  
   8.9   3.460e-10  
   9.0   1.251e-10  
   9.1   4.320e-11  
   9.2   1.425e-11  
   9.3   4.492e-12  
   9.4   1.350e-12  
   9.5   3.866e-13  
   9.6   1.051e-13  
   9.7   2.703e-14  
   9.8   6.544e-15  
   9.9   1.485e-15  
  10.0   3.140e-16  
  10.1   6.159e-17  
  10.2   1.115e-17  
  10.3   1.855e-18  
  10.4   2.825e-19  
  10.5   3.926e-20  
  10.6   4.965e-21  
  10.7   5.699e-22  
  10.8   5.926e-23  
  10.9   5.574e-24  
  11.0   4.734e-25  
  11.1   3.627e-26  
  11.2   2.504e-27  
  11.3   1.556e-28  
  11.4   8.705e-30  
  11.5   4.378e-31  
  11.6   1.979e-32  
  11.7   8.035e-34  
  11.8   2.930e-35  
  11.9   9.589e-37  
  12.0   2.816e-38  
  12.1   7.422e-40  
  12.2   1.754e-41  
  12.3   3.719e-43  
  12.4   7.070e-45  
  12.5   1.205e-46  
  12.6   1.840e-48  
  12.7   2.520e-50  
  12.8   3.092e-52  
  12.9   3.399e-54  
  13.0   3.349e-56  
