# z=9.5: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.069e-01  
   6.1   8.740e-02  
   6.2   7.129e-02  
   6.3   5.800e-02  
   6.4   4.707e-02  
   6.5   3.810e-02  
   6.6   3.075e-02  
   6.7   2.476e-02  
   6.8   1.989e-02  
   6.9   1.594e-02  
   7.0   1.274e-02  
   7.1   1.017e-02  
   7.2   8.095e-03  
   7.3   6.435e-03  
   7.4   5.107e-03  
   7.5   4.048e-03  
   7.6   3.206e-03  
   7.7   2.536e-03  
   7.8   2.005e-03  
   7.9   1.584e-03  
   8.0   1.251e-03  
   8.1   9.867e-04  
   8.2   7.775e-04  
   8.3   6.115e-04  
   8.4   4.797e-04  
   8.5   3.747e-04  
   8.6   2.910e-04  
   8.7   2.242e-04  
   8.8   1.709e-04  
   8.9   1.285e-04  
   9.0   9.498e-05  
   9.1   6.877e-05  
   9.2   4.859e-05  
   9.3   3.340e-05  
   9.4   2.225e-05  
   9.5   1.434e-05  
   9.6   8.907e-06  
   9.7   5.329e-06  
   9.8   3.067e-06  
   9.9   1.698e-06  
  10.0   9.047e-07  
  10.1   4.641e-07  
  10.2   2.294e-07  
  10.3   1.093e-07  
  10.4   5.010e-08  
  10.5   2.208e-08  
  10.6   9.319e-09  
  10.7   3.754e-09  
  10.8   1.437e-09  
  10.9   5.210e-10  
  11.0   1.782e-10  
  11.1   5.739e-11  
  11.2   1.735e-11  
  11.3   4.923e-12  
  11.4   1.309e-12  
  11.5   3.262e-13  
  11.6   7.616e-14  
  11.7   1.666e-14  
  11.8   3.417e-15  
  11.9   6.567e-16  
  12.0   1.183e-16  
  12.1   1.994e-17  
  12.2   3.146e-18  
  12.3   4.637e-19  
  12.4   6.373e-20  
  12.5   8.149e-21  
  12.6   9.667e-22  
  12.7   1.061e-22  
  12.8   1.074e-23  
  12.9   1.000e-24  
  13.0   8.543e-26  
