# z=16.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.125e-02  
   6.1   8.962e-03  
   6.2   7.143e-03  
   6.3   5.699e-03  
   6.4   4.554e-03  
   6.5   3.648e-03  
   6.6   2.930e-03  
   6.7   2.360e-03  
   6.8   1.907e-03  
   6.9   1.546e-03  
   7.0   1.256e-03  
   7.1   1.024e-03  
   7.2   8.357e-04  
   7.3   6.831e-04  
   7.4   5.587e-04  
   7.5   4.569e-04  
   7.6   3.732e-04  
   7.7   3.042e-04  
   7.8   2.472e-04  
   7.9   2.000e-04  
   8.0   1.607e-04  
   8.1   1.281e-04  
   8.2   1.010e-04  
   8.3   7.857e-05  
   8.4   6.005e-05  
   8.5   4.494e-05  
   8.6   3.279e-05  
   8.7   2.323e-05  
   8.8   1.591e-05  
   8.9   1.050e-05  
   9.0   6.656e-06  
   9.1   4.038e-06  
   9.2   2.340e-06  
   9.3   1.293e-06  
   9.4   6.809e-07  
   9.5   3.413e-07  
   9.6   1.630e-07  
   9.7   7.412e-08  
   9.8   3.214e-08  
   9.9   1.330e-08  
  10.0   5.256e-09  
  10.1   1.985e-09  
  10.2   7.175e-10  
  10.3   2.481e-10  
  10.4   8.212e-11  
  10.5   2.601e-11  
  10.6   7.881e-12  
  10.7   2.282e-12  
  10.8   6.310e-13  
  10.9   1.663e-13  
  11.0   4.174e-14  
  11.1   9.944e-15  
  11.2   2.243e-15  
  11.3   4.776e-16  
  11.4   9.560e-17  
  11.5   1.791e-17  
  11.6   3.129e-18  
  11.7   5.071e-19  
  11.8   7.592e-20  
  11.9   1.046e-20  
  12.0   1.322e-21  
  12.1   1.526e-22  
  12.2   1.605e-23  
  12.3   1.536e-24  
  12.4   1.332e-25  
  12.5   1.047e-26  
  12.6   7.433e-28  
  12.7   4.766e-29  
  12.8   2.757e-30  
  12.9   1.437e-31  
  13.0   6.742e-33  
