# z=19.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   5.098e-04  
   6.1   4.215e-04  
   6.2   3.482e-04  
   6.3   2.873e-04  
   6.4   2.366e-04  
   6.5   1.945e-04  
   6.6   1.594e-04  
   6.7   1.303e-04  
   6.8   1.060e-04  
   6.9   8.584e-05  
   7.0   6.906e-05  
   7.1   5.513e-05  
   7.2   4.358e-05  
   7.3   3.403e-05  
   7.4   2.617e-05  
   7.5   1.976e-05  
   7.6   1.459e-05  
   7.7   1.049e-05  
   7.8   7.325e-06  
   7.9   4.943e-06  
   8.0   3.213e-06  
   8.1   2.005e-06  
   8.2   1.199e-06  
   8.3   6.846e-07  
   8.4   3.730e-07  
   8.5   1.937e-07  
   8.6   9.579e-08  
   8.7   4.510e-08  
   8.8   2.023e-08  
   8.9   8.642e-09  
   9.0   3.521e-09  
   9.1   1.369e-09  
   9.2   5.080e-10  
   9.3   1.802e-10  
   9.4   6.112e-11  
   9.5   1.982e-11  
   9.6   6.148e-12  
   9.7   1.822e-12  
   9.8   5.153e-13  
   9.9   1.388e-13  
  10.0   3.553e-14  
  10.1   8.611e-15  
  10.2   1.967e-15  
  10.3   4.218e-16  
  10.4   8.447e-17  
  10.5   1.572e-17  
  10.6   2.705e-18  
  10.7   4.288e-19  
  10.8   6.233e-20  
  10.9   8.282e-21  
  11.0   1.003e-21  
  11.1   1.104e-22  
  11.2   1.102e-23  
  11.3   9.958e-25  
  11.4   8.135e-26  
  11.5   5.999e-27  
  11.6   3.990e-28  
  11.7   2.390e-29  
  11.8   1.289e-30  
  11.9   6.255e-32  
  12.0   2.729e-33  
  12.1   1.070e-34  
  12.2   3.767e-36  
  12.3   1.191e-37  
  12.4   3.381e-39  
  12.5   8.614e-41  
  12.6   1.969e-42  
  12.7   4.036e-44  
  12.8   7.419e-46  
  12.9   1.223e-47  
  13.0   1.808e-49  
