# z=16.5: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   5.402e-03  
   6.1   3.798e-03  
   6.2   2.656e-03  
   6.3   1.857e-03  
   6.4   1.305e-03  
   6.5   9.268e-04  
   6.6   6.671e-04  
   6.7   4.878e-04  
   6.8   3.624e-04  
   6.9   2.729e-04  
   7.0   2.076e-04  
   7.1   1.588e-04  
   7.2   1.217e-04  
   7.3   9.289e-05  
   7.4   7.029e-05  
   7.5   5.247e-05  
   7.6   3.845e-05  
   7.7   2.751e-05  
   7.8   1.914e-05  
   7.9   1.288e-05  
   8.0   8.357e-06  
   8.1   5.207e-06  
   8.2   3.106e-06  
   8.3   1.771e-06  
   8.4   9.629e-07  
   8.5   4.990e-07  
   8.6   2.463e-07  
   8.7   1.158e-07  
   8.8   5.190e-08  
   8.9   2.218e-08  
   9.0   9.045e-09  
   9.1   3.523e-09  
   9.2   1.312e-09  
   9.3   4.674e-10  
   9.4   1.593e-10  
   9.5   5.196e-11  
   9.6   1.622e-11  
   9.7   4.840e-12  
   9.8   1.380e-12  
   9.9   3.757e-13  
  10.0   9.744e-14  
  10.1   2.404e-14  
  10.2   5.624e-15  
  10.3   1.244e-15  
  10.4   2.593e-16  
  10.5   5.070e-17  
  10.6   9.260e-18  
  10.7   1.572e-18  
  10.8   2.472e-19  
  10.9   3.582e-20  
  11.0   4.765e-21  
  11.1   5.802e-22  
  11.2   6.445e-23  
  11.3   6.514e-24  
  11.4   5.977e-25  
  11.5   4.969e-26  
  11.6   3.737e-27  
  11.7   2.539e-28  
  11.8   1.556e-29  
  11.9   8.599e-31  
  12.0   4.279e-32  
  12.1   1.916e-33  
  12.2   7.719e-35  
  12.3   2.795e-36  
  12.4   9.093e-38  
  12.5   2.657e-39  
  12.6   6.970e-41  
  12.7   1.641e-42  
  12.8   3.468e-44  
  12.9   6.575e-46  
  13.0   1.118e-47  
