# z=12.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   3.257e-02  
   6.1   2.680e-02  
   6.2   2.206e-02  
   6.3   1.817e-02  
   6.4   1.498e-02  
   6.5   1.236e-02  
   6.6   1.020e-02  
   6.7   8.428e-03  
   6.8   6.969e-03  
   6.9   5.767e-03  
   7.0   4.776e-03  
   7.1   3.958e-03  
   7.2   3.281e-03  
   7.3   2.722e-03  
   7.4   2.258e-03  
   7.5   1.874e-03  
   7.6   1.555e-03  
   7.7   1.290e-03  
   7.8   1.069e-03  
   7.9   8.859e-04  
   8.0   7.331e-04  
   8.1   6.056e-04  
   8.2   4.993e-04  
   8.3   4.104e-04  
   8.4   3.360e-04  
   8.5   2.738e-04  
   8.6   2.217e-04  
   8.7   1.780e-04  
   8.8   1.414e-04  
   8.9   1.108e-04  
   9.0   8.540e-05  
   9.1   6.451e-05  
   9.2   4.755e-05  
   9.3   3.405e-05  
   9.4   2.358e-05  
   9.5   1.572e-05  
   9.6   1.005e-05  
   9.7   6.130e-06  
   9.8   3.557e-06  
   9.9   1.957e-06  
  10.0   1.018e-06  
  10.1   5.005e-07  
  10.2   2.322e-07  
  10.3   1.016e-07  
  10.4   4.203e-08  
  10.5   1.645e-08  
  10.6   6.110e-09  
  10.7   2.158e-09  
  10.8   7.275e-10  
  10.9   2.346e-10  
  11.0   7.247e-11  
  11.1   2.148e-11  
  11.2   6.104e-12  
  11.3   1.662e-12  
  11.4   4.329e-13  
  11.5   1.076e-13  
  11.6   2.550e-14  
  11.7   5.737e-15  
  11.8   1.223e-15  
  11.9   2.465e-16  
  12.0   4.678e-17  
  12.1   8.333e-18  
  12.2   1.388e-18  
  12.3   2.155e-19  
  12.4   3.103e-20  
  12.5   4.131e-21  
  12.6   5.064e-22  
  12.7   5.696e-23  
  12.8   5.861e-24  
  12.9   5.501e-25  
  13.0   4.698e-26  
