# z=21.0: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   5.271e-04  
   6.1   4.404e-04  
   6.2   3.673e-04  
   6.3   3.058e-04  
   6.4   2.541e-04  
   6.5   2.107e-04  
   6.6   1.743e-04  
   6.7   1.438e-04  
   6.8   1.183e-04  
   6.9   9.695e-05  
   7.0   7.917e-05  
   7.1   6.435e-05  
   7.2   5.202e-05  
   7.3   4.177e-05  
   7.4   3.327e-05  
   7.5   2.623e-05  
   7.6   2.043e-05  
   7.7   1.566e-05  
   7.8   1.179e-05  
   7.9   8.684e-06  
   8.0   6.232e-06  
   8.1   4.341e-06  
   8.2   2.923e-06  
   8.3   1.897e-06  
   8.4   1.182e-06  
   8.5   7.059e-07  
   8.6   4.027e-07  
   8.7   2.192e-07  
   8.8   1.137e-07  
   8.9   5.613e-08  
   9.0   2.638e-08  
   9.1   1.181e-08  
   9.2   5.032e-09  
   9.3   2.044e-09  
   9.4   7.920e-10  
   9.5   2.929e-10  
   9.6   1.035e-10  
   9.7   3.494e-11  
   9.8   1.128e-11  
   9.9   3.479e-12  
  10.0   1.024e-12  
  10.1   2.875e-13  
  10.2   7.673e-14  
  10.3   1.940e-14  
  10.4   4.627e-15  
  10.5   1.036e-15  
  10.6   2.169e-16  
  10.7   4.219e-17  
  10.8   7.591e-18  
  10.9   1.258e-18  
  11.0   1.911e-19  
  11.1   2.655e-20  
  11.2   3.360e-21  
  11.3   3.864e-22  
  11.4   4.030e-23  
  11.5   3.805e-24  
  11.6   3.247e-25  
  11.7   2.501e-26  
  11.8   1.737e-27  
  11.9   1.086e-28  
  12.0   6.118e-30  
  12.1   3.098e-31  
  12.2   1.411e-32  
  12.3   5.772e-34  
  12.4   2.121e-35  
  12.5   6.998e-37  
  12.6   2.072e-38  
  12.7   5.507e-40  
  12.8   1.313e-41  
  12.9   2.807e-43  
  13.0   5.383e-45  
