# z=18.0: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.193e-03  
   6.1   9.124e-04  
   6.2   7.132e-04  
   6.3   5.661e-04  
   6.4   4.537e-04  
   6.5   3.659e-04  
   6.6   2.959e-04  
   6.7   2.396e-04  
   6.8   1.938e-04  
   6.9   1.565e-04  
   7.0   1.258e-04  
   7.1   1.006e-04  
   7.2   7.987e-05  
   7.3   6.277e-05  
   7.4   4.871e-05  
   7.5   3.719e-05  
   7.6   2.784e-05  
   7.7   2.035e-05  
   7.8   1.447e-05  
   7.9   9.963e-06  
   8.0   6.621e-06  
   8.1   4.232e-06  
   8.2   2.594e-06  
   8.3   1.521e-06  
   8.4   8.511e-07  
   8.5   4.542e-07  
   8.6   2.310e-07  
   8.7   1.119e-07  
   8.8   5.161e-08  
   8.9   2.269e-08  
   9.0   9.513e-09  
   9.1   3.806e-09  
   9.2   1.454e-09  
   9.3   5.308e-10  
   9.4   1.853e-10  
   9.5   6.189e-11  
   9.6   1.977e-11  
   9.7   6.039e-12  
   9.8   1.763e-12  
   9.9   4.915e-13  
  10.0   1.306e-13  
  10.1   3.300e-14  
  10.2   7.907e-15  
  10.3   1.791e-15  
  10.4   3.816e-16  
  10.5   7.619e-17  
  10.6   1.419e-17  
  10.7   2.451e-18  
  10.8   3.913e-19  
  10.9   5.748e-20  
  11.0   7.739e-21  
  11.1   9.520e-22  
  11.2   1.067e-22  
  11.3   1.086e-23  
  11.4   1.003e-24  
  11.5   8.380e-26  
  11.6   6.330e-27  
  11.7   4.316e-28  
  11.8   2.654e-29  
  11.9   1.470e-30  
  12.0   7.328e-32  
  12.1   3.287e-33  
  12.2   1.325e-34  
  12.3   4.803e-36  
  12.4   1.563e-37  
  12.5   4.570e-39  
  12.6   1.199e-40  
  12.7   2.823e-42  
  12.8   5.965e-44  
  12.9   1.130e-45  
  13.0   1.921e-47  
