# z=20.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   7.263e-04  
   6.1   6.058e-04  
   6.2   5.047e-04  
   6.3   4.198e-04  
   6.4   3.487e-04  
   6.5   2.891e-04  
   6.6   2.392e-04  
   6.7   1.974e-04  
   6.8   1.625e-04  
   6.9   1.333e-04  
   7.0   1.090e-04  
   7.1   8.867e-05  
   7.2   7.177e-05  
   7.3   5.771e-05  
   7.4   4.602e-05  
   7.5   3.633e-05  
   7.6   2.833e-05  
   7.7   2.174e-05  
   7.8   1.638e-05  
   7.9   1.206e-05  
   8.0   8.654e-06  
   8.1   6.024e-06  
   8.2   4.052e-06  
   8.3   2.625e-06  
   8.4   1.633e-06  
   8.5   9.727e-07  
   8.6   5.536e-07  
   8.7   3.005e-07  
   8.8   1.554e-07  
   8.9   7.657e-08  
   9.0   3.591e-08  
   9.1   1.604e-08  
   9.2   6.823e-09  
   9.3   2.767e-09  
   9.4   1.071e-09  
   9.5   3.958e-10  
   9.6   1.398e-10  
   9.7   4.718e-11  
   9.8   1.523e-11  
   9.9   4.698e-12  
  10.0   1.385e-12  
  10.1   3.892e-13  
  10.2   1.041e-13  
  10.3   2.642e-14  
  10.4   6.335e-15  
  10.5   1.429e-15  
  10.6   3.020e-16  
  10.7   5.943e-17  
  10.8   1.084e-17  
  10.9   1.825e-18  
  11.0   2.823e-19  
  11.1   3.998e-20  
  11.2   5.166e-21  
  11.3   6.075e-22  
  11.4   6.485e-23  
  11.5   6.272e-24  
  11.6   5.487e-25  
  11.7   4.335e-26  
  11.8   3.091e-27  
  11.9   1.986e-28  
  12.0   1.149e-29  
  12.1   5.981e-31  
  12.2   2.800e-32  
  12.3   1.178e-33  
  12.4   4.455e-35  
  12.5   1.513e-36  
  12.6   4.611e-38  
  12.7   1.261e-39  
  12.8   3.097e-41  
  12.9   6.819e-43  
  13.0   1.347e-44  
