# z=19.0: redshift
# eps=0.6: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.192e-03  
   6.1   9.877e-04  
   6.2   8.192e-04  
   6.3   6.795e-04  
   6.4   5.634e-04  
   6.5   4.667e-04  
   6.6   3.861e-04  
   6.7   3.189e-04  
   6.8   2.629e-04  
   6.9   2.161e-04  
   7.0   1.772e-04  
   7.1   1.448e-04  
   7.2   1.178e-04  
   7.3   9.534e-05  
   7.4   7.665e-05  
   7.5   6.112e-05  
   7.6   4.823e-05  
   7.7   3.758e-05  
   7.8   2.881e-05  
   7.9   2.167e-05  
   8.0   1.592e-05  
   8.1   1.139e-05  
   8.2   7.895e-06  
   8.3   5.287e-06  
   8.4   3.407e-06  
   8.5   2.107e-06  
   8.6   1.247e-06  
   8.7   7.049e-07  
   8.8   3.801e-07  
   8.9   1.952e-07  
   9.0   9.551e-08  
   9.1   4.449e-08  
   9.2   1.975e-08  
   9.3   8.352e-09  
   9.4   3.369e-09  
   9.5   1.297e-09  
   9.6   4.772e-10  
   9.7   1.678e-10  
   9.8   5.642e-11  
   9.9   1.814e-11  
  10.0   5.579e-12  
  10.1   1.639e-12  
  10.2   4.598e-13  
  10.3   1.229e-13  
  10.4   3.119e-14  
  10.5   7.502e-15  
  10.6   1.702e-15  
  10.7   3.627e-16  
  10.8   7.223e-17  
  10.9   1.338e-17  
  11.0   2.294e-18  
  11.1   3.625e-19  
  11.2   5.259e-20  
  11.3   6.978e-21  
  11.4   8.444e-22  
  11.5   9.291e-23  
  11.6   9.278e-24  
  11.7   8.391e-25  
  11.8   6.862e-26  
  11.9   5.067e-27  
  12.0   3.375e-28  
  12.1   2.026e-29  
  12.2   1.095e-30  
  12.3   5.324e-32  
  12.4   2.328e-33  
  12.5   9.148e-35  
  12.6   3.230e-36  
  12.7   1.024e-37  
  12.8   2.915e-39  
  12.9   7.445e-41  
  13.0   1.706e-42  
