# z=13.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.940e-02  
   6.1   2.436e-02  
   6.2   2.020e-02  
   6.3   1.676e-02  
   6.4   1.392e-02  
   6.5   1.157e-02  
   6.6   9.619e-03  
   6.7   8.005e-03  
   6.8   6.666e-03  
   6.9   5.554e-03  
   7.0   4.629e-03  
   7.1   3.860e-03  
   7.2   3.219e-03  
   7.3   2.686e-03  
   7.4   2.240e-03  
   7.5   1.868e-03  
   7.6   1.557e-03  
   7.7   1.298e-03  
   7.8   1.080e-03  
   7.9   8.986e-04  
   8.0   7.464e-04  
   8.1   6.189e-04  
   8.2   5.120e-04  
   8.3   4.225e-04  
   8.4   3.473e-04  
   8.5   2.841e-04  
   8.6   2.311e-04  
   8.7   1.865e-04  
   8.8   1.490e-04  
   8.9   1.176e-04  
   9.0   9.135e-05  
   9.1   6.957e-05  
   9.2   5.174e-05  
   9.3   3.740e-05  
   9.4   2.616e-05  
   9.5   1.761e-05  
   9.6   1.137e-05  
   9.7   7.010e-06  
   9.8   4.111e-06  
   9.9   2.287e-06  
  10.0   1.205e-06  
  10.1   6.000e-07  
  10.2   2.823e-07  
  10.3   1.256e-07  
  10.4   5.289e-08  
  10.5   2.112e-08  
  10.6   8.017e-09  
  10.7   2.901e-09  
  10.8   1.003e-09  
  10.9   3.321e-10  
  11.0   1.055e-10  
  11.1   3.213e-11  
  11.2   9.388e-12  
  11.3   2.628e-12  
  11.4   7.035e-13  
  11.5   1.798e-13  
  11.6   4.377e-14  
  11.7   1.013e-14  
  11.8   2.221e-15  
  11.9   4.603e-16  
  12.0   8.988e-17  
  12.1   1.648e-17  
  12.2   2.825e-18  
  12.3   4.511e-19  
  12.4   6.682e-20  
  12.5   9.147e-21  
  12.6   1.152e-21  
  12.7   1.332e-22  
  12.8   1.408e-23  
  12.9   1.357e-24  
  13.0   1.189e-25  
