# z=5.0: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.569e-01  
   6.1   2.229e-01  
   6.2   1.932e-01  
   6.3   1.673e-01  
   6.4   1.447e-01  
   6.5   1.250e-01  
   6.6   1.078e-01  
   6.7   9.291e-02  
   6.8   7.994e-02  
   6.9   6.869e-02  
   7.0   5.893e-02  
   7.1   5.048e-02  
   7.2   4.317e-02  
   7.3   3.685e-02  
   7.4   3.140e-02  
   7.5   2.671e-02  
   7.6   2.267e-02  
   7.7   1.920e-02  
   7.8   1.623e-02  
   7.9   1.368e-02  
   8.0   1.151e-02  
   8.1   9.658e-03  
   8.2   8.083e-03  
   8.3   6.747e-03  
   8.4   5.616e-03  
   8.5   4.661e-03  
   8.6   3.857e-03  
   8.7   3.183e-03  
   8.8   2.618e-03  
   8.9   2.146e-03  
   9.0   1.754e-03  
   9.1   1.429e-03  
   9.2   1.160e-03  
   9.3   9.387e-04  
   9.4   7.572e-04  
   9.5   6.088e-04  
   9.6   4.878e-04  
   9.7   3.895e-04  
   9.8   3.100e-04  
   9.9   2.457e-04  
  10.0   1.940e-04  
  10.1   1.524e-04  
  10.2   1.191e-04  
  10.3   9.236e-05  
  10.4   7.099e-05  
  10.5   5.396e-05  
  10.6   4.044e-05  
  10.7   2.978e-05  
  10.8   2.149e-05  
  10.9   1.514e-05  
  11.0   1.037e-05  
  11.1   6.886e-06  
  11.2   4.420e-06  
  11.3   2.736e-06  
  11.4   1.629e-06  
  11.5   9.311e-07  
  11.6   5.105e-07  
  11.7   2.681e-07  
  11.8   1.347e-07  
  11.9   6.469e-08  
  12.0   2.962e-08  
  12.1   1.290e-08  
  12.2   5.327e-09  
  12.3   2.078e-09  
  12.4   7.622e-10  
  12.5   2.618e-10  
  12.6   8.381e-11  
  12.7   2.490e-11  
  12.8   6.840e-12  
  12.9   1.730e-12  
  13.0   4.020e-13  
