# z=18.0: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.196e-03  
   6.1   1.738e-03  
   6.2   1.394e-03  
   6.3   1.130e-03  
   6.4   9.210e-04  
   6.5   7.541e-04  
   6.6   6.189e-04  
   6.7   5.085e-04  
   6.8   4.177e-04  
   6.9   3.429e-04  
   7.0   2.810e-04  
   7.1   2.298e-04  
   7.2   1.873e-04  
   7.3   1.521e-04  
   7.4   1.229e-04  
   7.5   9.860e-05  
   7.6   7.847e-05  
   7.7   6.179e-05  
   7.8   4.801e-05  
   7.9   3.669e-05  
   8.0   2.748e-05  
   8.1   2.010e-05  
   8.2   1.429e-05  
   8.3   9.837e-06  
   8.4   6.535e-06  
   8.5   4.175e-06  
   8.6   2.557e-06  
   8.7   1.498e-06  
   8.8   8.377e-07  
   8.9   4.467e-07  
   9.0   2.270e-07  
   9.1   1.098e-07  
   9.2   5.063e-08  
   9.3   2.224e-08  
   9.4   9.315e-09  
   9.5   3.723e-09  
   9.6   1.421e-09  
   9.7   5.185e-10  
   9.8   1.809e-10  
   9.9   6.036e-11  
  10.0   1.927e-11  
  10.1   5.881e-12  
  10.2   1.716e-12  
  10.3   4.778e-13  
  10.4   1.268e-13  
  10.5   3.202e-14  
  10.6   7.664e-15  
  10.7   1.733e-15  
  10.8   3.690e-16  
  10.9   7.357e-17  
  11.0   1.368e-17  
  11.1   2.360e-18  
  11.2   3.761e-19  
  11.3   5.515e-20  
  11.4   7.411e-21  
  11.5   9.099e-22  
  11.6   1.017e-22  
  11.7   1.034e-23  
  11.8   9.526e-25  
  11.9   7.945e-26  
  12.0   5.988e-27  
  12.1   4.074e-28  
  12.2   2.499e-29  
  12.3   1.381e-30  
  12.4   6.872e-32  
  12.5   3.075e-33  
  12.6   1.237e-34  
  12.7   4.474e-36  
  12.8   1.453e-37  
  12.9   4.238e-39  
  13.0   1.109e-40  
