# z=14.5: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.005e-02  
   6.1   1.663e-02  
   6.2   1.381e-02  
   6.3   1.146e-02  
   6.4   9.525e-03  
   6.5   7.917e-03  
   6.6   6.583e-03  
   6.7   5.476e-03  
   6.8   4.556e-03  
   6.9   3.792e-03  
   7.0   3.156e-03  
   7.1   2.627e-03  
   7.2   2.187e-03  
   7.3   1.820e-03  
   7.4   1.514e-03  
   7.5   1.259e-03  
   7.6   1.046e-03  
   7.7   8.683e-04  
   7.8   7.200e-04  
   7.9   5.962e-04  
   8.0   4.927e-04  
   8.1   4.062e-04  
   8.2   3.338e-04  
   8.3   2.731e-04  
   8.4   2.222e-04  
   8.5   1.795e-04  
   8.6   1.436e-04  
   8.7   1.134e-04  
   8.8   8.822e-05  
   8.9   6.727e-05  
   9.0   5.008e-05  
   9.1   3.624e-05  
   9.2   2.538e-05  
   9.3   1.712e-05  
   9.4   1.108e-05  
   9.5   6.861e-06  
   9.6   4.051e-06  
   9.7   2.276e-06  
   9.8   1.215e-06  
   9.9   6.163e-07  
  10.0   2.968e-07  
  10.1   1.359e-07  
  10.2   5.919e-08  
  10.3   2.457e-08  
  10.4   9.731e-09  
  10.5   3.685e-09  
  10.6   1.335e-09  
  10.7   4.634e-10  
  10.8   1.541e-10  
  10.9   4.911e-11  
  11.0   1.498e-11  
  11.1   4.373e-12  
  11.2   1.220e-12  
  11.3   3.247e-13  
  11.4   8.231e-14  
  11.5   1.984e-14  
  11.6   4.534e-15  
  11.7   9.800e-16  
  11.8   1.996e-16  
  11.9   3.818e-17  
  12.0   6.830e-18  
  12.1   1.138e-18  
  12.2   1.757e-19  
  12.3   2.506e-20  
  12.4   3.288e-21  
  12.5   3.954e-22  
  12.6   4.345e-23  
  12.7   4.351e-24  
  12.8   3.960e-25  
  12.9   3.269e-26  
  13.0   2.444e-27  
