# z=5.5: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.693e-01  
   6.1   2.323e-01  
   6.2   2.001e-01  
   6.3   1.722e-01  
   6.4   1.481e-01  
   6.5   1.271e-01  
   6.6   1.090e-01  
   6.7   9.330e-02  
   6.8   7.977e-02  
   6.9   6.811e-02  
   7.0   5.806e-02  
   7.1   4.942e-02  
   7.2   4.200e-02  
   7.3   3.563e-02  
   7.4   3.018e-02  
   7.5   2.552e-02  
   7.6   2.154e-02  
   7.7   1.815e-02  
   7.8   1.527e-02  
   7.9   1.282e-02  
   8.0   1.075e-02  
   8.1   8.993e-03  
   8.2   7.513e-03  
   8.3   6.266e-03  
   8.4   5.218e-03  
   8.5   4.339e-03  
   8.6   3.603e-03  
   8.7   2.988e-03  
   8.8   2.476e-03  
   8.9   2.049e-03  
   9.0   1.694e-03  
   9.1   1.400e-03  
   9.2   1.157e-03  
   9.3   9.548e-04  
   9.4   7.880e-04  
   9.5   6.502e-04  
   9.6   5.363e-04  
   9.7   4.424e-04  
   9.8   3.648e-04  
   9.9   3.007e-04  
  10.0   2.478e-04  
  10.1   2.041e-04  
  10.2   1.679e-04  
  10.3   1.379e-04  
  10.4   1.130e-04  
  10.5   9.238e-05  
  10.6   7.519e-05  
  10.7   6.085e-05  
  10.8   4.888e-05  
  10.9   3.888e-05  
  11.0   3.054e-05  
  11.1   2.361e-05  
  11.2   1.791e-05  
  11.3   1.328e-05  
  11.4   9.575e-06  
  11.5   6.692e-06  
  11.6   4.512e-06  
  11.7   2.924e-06  
  11.8   1.813e-06  
  11.9   1.072e-06  
  12.0   6.024e-07  
  12.1   3.208e-07  
  12.2   1.615e-07  
  12.3   7.675e-08  
  12.4   3.437e-08  
  12.5   1.449e-08  
  12.6   5.752e-09  
  12.7   2.148e-09  
  12.8   7.552e-10  
  12.9   2.498e-10  
  13.0   7.773e-11  
