# z=23.0: redshift
# eps=0.9: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.404e-04  
   6.1   1.162e-04  
   6.2   9.592e-05  
   6.3   7.897e-05  
   6.4   6.482e-05  
   6.5   5.303e-05  
   6.6   4.322e-05  
   6.7   3.508e-05  
   6.8   2.832e-05  
   6.9   2.273e-05  
   7.0   1.811e-05  
   7.1   1.430e-05  
   7.2   1.117e-05  
   7.3   8.611e-06  
   7.4   6.529e-06  
   7.5   4.855e-06  
   7.6   3.528e-06  
   7.7   2.495e-06  
   7.8   1.711e-06  
   7.9   1.133e-06  
   8.0   7.227e-07  
   8.1   4.423e-07  
   8.2   2.591e-07  
   8.3   1.450e-07  
   8.4   7.734e-08  
   8.5   3.930e-08  
   8.6   1.901e-08  
   8.7   8.749e-09  
   8.8   3.833e-09  
   8.9   1.599e-09  
   9.0   6.358e-10  
   9.1   2.411e-10  
   9.2   8.722e-11  
   9.3   3.013e-11  
   9.4   9.941e-12  
   9.5   3.130e-12  
   9.6   9.388e-13  
   9.7   2.677e-13  
   9.8   7.234e-14  
   9.9   1.844e-14  
  10.0   4.413e-15  
  10.1   9.863e-16  
  10.2   2.048e-16  
  10.3   3.932e-17  
  10.4   6.949e-18  
  10.5   1.126e-18  
  10.6   1.665e-19  
  10.7   2.244e-20  
  10.8   2.747e-21  
  10.9   3.048e-22  
  11.0   3.060e-23  
  11.1   2.776e-24  
  11.2   2.272e-25  
  11.3   1.677e-26  
  11.4   1.114e-27  
  11.5   6.665e-29  
  11.6   3.585e-30  
  11.7   1.734e-31  
  11.8   7.532e-33  
  11.9   2.939e-34  
  12.0   1.029e-35  
  12.1   3.237e-37  
  12.2   9.132e-39  
  12.3   2.311e-40  
  12.4   5.247e-42  
  12.5   1.068e-43  
  12.6   1.949e-45  
  12.7   3.190e-47  
  12.8   4.678e-49  
  12.9   6.150e-51  
  13.0   7.244e-53  
