# z=24.0: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   6.481e-05  
   6.1   5.323e-05  
   6.2   4.359e-05  
   6.3   3.558e-05  
   6.4   2.892e-05  
   6.5   2.341e-05  
   6.6   1.886e-05  
   6.7   1.510e-05  
   6.8   1.200e-05  
   6.9   9.449e-06  
   7.0   7.361e-06  
   7.1   5.659e-06  
   7.2   4.281e-06  
   7.3   3.176e-06  
   7.4   2.303e-06  
   7.5   1.625e-06  
   7.6   1.112e-06  
   7.7   7.358e-07  
   7.8   4.686e-07  
   7.9   2.864e-07  
   8.0   1.676e-07  
   8.1   9.368e-08  
   8.2   4.993e-08  
   8.3   2.535e-08  
   8.4   1.225e-08  
   8.5   5.632e-09  
   8.6   2.464e-09  
   8.7   1.027e-09  
   8.8   4.077e-10  
   8.9   1.543e-10  
   9.0   5.574e-11  
   9.1   1.921e-11  
   9.2   6.316e-12  
   9.3   1.979e-12  
   9.4   5.898e-13  
   9.5   1.667e-13  
   9.6   4.448e-14  
   9.7   1.116e-14  
   9.8   2.617e-15  
   9.9   5.710e-16  
  10.0   1.153e-16  
  10.1   2.145e-17  
  10.2   3.660e-18  
  10.3   5.708e-19  
  10.4   8.112e-20  
  10.5   1.048e-20  
  10.6   1.227e-21  
  10.7   1.301e-22  
  10.8   1.246e-23  
  10.9   1.078e-24  
  11.0   8.399e-26  
  11.1   5.897e-27  
  11.2   3.726e-28  
  11.3   2.118e-29  
  11.4   1.082e-30  
  11.5   4.967e-32  
  11.6   2.048e-33  
  11.7   7.579e-35  
  11.8   2.518e-36  
  11.9   7.505e-38  
  12.0   2.007e-39  
  12.1   4.813e-41  
  12.2   1.035e-42  
  12.3   1.996e-44  
  12.4   3.450e-46  
  12.5   5.344e-48  
  12.6   7.420e-50  
  12.7   9.233e-52  
  12.8   1.029e-53  
  12.9   1.028e-55  
  13.0   9.202e-58  
