# z=9.0: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.441e-01  
   6.1   1.202e-01  
   6.2   1.002e-01  
   6.3   8.352e-02  
   6.4   6.959e-02  
   6.5   5.797e-02  
   6.6   4.829e-02  
   6.7   4.023e-02  
   6.8   3.353e-02  
   6.9   2.796e-02  
   7.0   2.332e-02  
   7.1   1.946e-02  
   7.2   1.625e-02  
   7.3   1.359e-02  
   7.4   1.136e-02  
   7.5   9.514e-03  
   7.6   7.971e-03  
   7.7   6.684e-03  
   7.8   5.609e-03  
   7.9   4.710e-03  
   8.0   3.958e-03  
   8.1   3.328e-03  
   8.2   2.800e-03  
   8.3   2.356e-03  
   8.4   1.984e-03  
   8.5   1.670e-03  
   8.6   1.406e-03  
   8.7   1.184e-03  
   8.8   9.959e-04  
   8.9   8.374e-04  
   9.0   7.036e-04  
   9.1   5.904e-04  
   9.2   4.946e-04  
   9.3   4.135e-04  
   9.4   3.446e-04  
   9.5   2.862e-04  
   9.6   2.365e-04  
   9.7   1.942e-04  
   9.8   1.582e-04  
   9.9   1.276e-04  
  10.0   1.017e-04  
  10.1   7.976e-05  
  10.2   6.146e-05  
  10.3   4.635e-05  
  10.4   3.409e-05  
  10.5   2.436e-05  
  10.6   1.684e-05  
  10.7   1.122e-05  
  10.8   7.183e-06  
  10.9   4.396e-06  
  11.0   2.563e-06  
  11.1   1.420e-06  
  11.2   7.442e-07  
  11.3   3.684e-07  
  11.4   1.718e-07  
  11.5   7.535e-08  
  11.6   3.105e-08  
  11.7   1.202e-08  
  11.8   4.369e-09  
  11.9   1.494e-09  
  12.0   4.810e-10  
  12.1   1.462e-10  
  12.2   4.209e-11  
  12.3   1.150e-11  
  12.4   2.989e-12  
  12.5   7.407e-13  
  12.6   1.751e-13  
  12.7   3.945e-14  
  12.8   8.464e-15  
  12.9   1.725e-15  
  13.0   3.333e-16  
