# z=10.5: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   7.207e-02  
   6.1   5.913e-02  
   6.2   4.847e-02  
   6.3   3.972e-02  
   6.4   3.253e-02  
   6.5   2.665e-02  
   6.6   2.183e-02  
   6.7   1.788e-02  
   6.8   1.466e-02  
   6.9   1.202e-02  
   7.0   9.870e-03  
   7.1   8.108e-03  
   7.2   6.667e-03  
   7.3   5.488e-03  
   7.4   4.521e-03  
   7.5   3.729e-03  
   7.6   3.078e-03  
   7.7   2.543e-03  
   7.8   2.103e-03  
   7.9   1.739e-03  
   8.0   1.440e-03  
   8.1   1.192e-03  
   8.2   9.864e-04  
   8.3   8.161e-04  
   8.4   6.747e-04  
   8.5   5.569e-04  
   8.6   4.587e-04  
   8.7   3.767e-04  
   8.8   3.081e-04  
   8.9   2.506e-04  
   9.0   2.024e-04  
   9.1   1.619e-04  
   9.2   1.280e-04  
   9.3   9.975e-05  
   9.4   7.637e-05  
   9.5   5.724e-05  
   9.6   4.185e-05  
   9.7   2.973e-05  
   9.8   2.044e-05  
   9.9   1.355e-05  
  10.0   8.629e-06  
  10.1   5.258e-06  
  10.2   3.056e-06  
  10.3   1.688e-06  
  10.4   8.844e-07  
  10.5   4.383e-07  
  10.6   2.051e-07  
  10.7   9.056e-08  
  10.8   3.768e-08  
  10.9   1.478e-08  
  11.0   5.468e-09  
  11.1   1.911e-09  
  11.2   6.319e-10  
  11.3   1.982e-10  
  11.4   5.907e-11  
  11.5   1.677e-11  
  11.6   4.540e-12  
  11.7   1.173e-12  
  11.8   2.894e-13  
  11.9   6.803e-14  
  12.0   1.523e-14  
  12.1   3.236e-15  
  12.2   6.519e-16  
  12.3   1.241e-16  
  12.4   2.225e-17  
  12.5   3.748e-18  
  12.6   5.912e-19  
  12.7   8.700e-20  
  12.8   1.190e-20  
  12.9   1.508e-21  
  13.0   1.765e-22  
