# z=4.5: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.398e-01  
   6.1   2.097e-01  
   6.2   1.833e-01  
   6.3   1.600e-01  
   6.4   1.396e-01  
   6.5   1.217e-01  
   6.6   1.060e-01  
   6.7   9.222e-02  
   6.8   8.015e-02  
   6.9   6.959e-02  
   7.0   6.035e-02  
   7.1   5.228e-02  
   7.2   4.522e-02  
   7.3   3.907e-02  
   7.4   3.371e-02  
   7.5   2.905e-02  
   7.6   2.499e-02  
   7.7   2.147e-02  
   7.8   1.841e-02  
   7.9   1.576e-02  
   8.0   1.347e-02  
   8.1   1.149e-02  
   8.2   9.784e-03  
   8.3   8.316e-03  
   8.4   7.053e-03  
   8.5   5.971e-03  
   8.6   5.044e-03  
   8.7   4.253e-03  
   8.8   3.578e-03  
   8.9   3.004e-03  
   9.0   2.517e-03  
   9.1   2.104e-03  
   9.2   1.756e-03  
   9.3   1.462e-03  
   9.4   1.216e-03  
   9.5   1.009e-03  
   9.6   8.353e-04  
   9.7   6.907e-04  
   9.8   5.702e-04  
   9.9   4.700e-04  
  10.0   3.869e-04  
  10.1   3.180e-04  
  10.2   2.611e-04  
  10.3   2.140e-04  
  10.4   1.752e-04  
  10.5   1.433e-04  
  10.6   1.170e-04  
  10.7   9.529e-05  
  10.8   7.745e-05  
  10.9   6.277e-05  
  11.0   5.068e-05  
  11.1   4.072e-05  
  11.2   3.250e-05  
  11.3   2.573e-05  
  11.4   2.015e-05  
  11.5   1.557e-05  
  11.6   1.182e-05  
  11.7   8.794e-06  
  11.8   6.377e-06  
  11.9   4.487e-06  
  12.0   3.048e-06  
  12.1   1.988e-06  
  12.2   1.239e-06  
  12.3   7.339e-07  
  12.4   4.109e-07  
  12.5   2.165e-07  
  12.6   1.068e-07  
  12.7   4.913e-08  
  12.8   2.099e-08  
  12.9   8.301e-09  
  13.0   3.028e-09  
