# z=12.5: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   3.118e-02  
   6.1   2.553e-02  
   6.2   2.091e-02  
   6.3   1.713e-02  
   6.4   1.405e-02  
   6.5   1.152e-02  
   6.6   9.460e-03  
   6.7   7.772e-03  
   6.8   6.391e-03  
   6.9   5.259e-03  
   7.0   4.331e-03  
   7.1   3.569e-03  
   7.2   2.943e-03  
   7.3   2.429e-03  
   7.4   2.004e-03  
   7.5   1.655e-03  
   7.6   1.366e-03  
   7.7   1.128e-03  
   7.8   9.301e-04  
   7.9   7.666e-04  
   8.0   6.309e-04  
   8.1   5.183e-04  
   8.2   4.246e-04  
   8.3   3.467e-04  
   8.4   2.817e-04  
   8.5   2.274e-04  
   8.6   1.822e-04  
   8.7   1.444e-04  
   8.8   1.130e-04  
   8.9   8.704e-05  
   9.0   6.570e-05  
   9.1   4.842e-05  
   9.2   3.469e-05  
   9.3   2.405e-05  
   9.4   1.606e-05  
   9.5   1.029e-05  
   9.6   6.291e-06  
   9.7   3.661e-06  
   9.8   2.021e-06  
   9.9   1.055e-06  
  10.0   5.205e-07  
  10.1   2.423e-07  
  10.2   1.064e-07  
  10.3   4.417e-08  
  10.4   1.734e-08  
  10.5   6.453e-09  
  10.6   2.284e-09  
  10.7   7.710e-10  
  10.8   2.488e-10  
  10.9   7.692e-11  
  11.0   2.280e-11  
  11.1   6.482e-12  
  11.2   1.766e-12  
  11.3   4.600e-13  
  11.4   1.144e-13  
  11.5   2.712e-14  
  11.6   6.107e-15  
  11.7   1.303e-15  
  11.8   2.629e-16  
  11.9   4.997e-17  
  12.0   8.915e-18  
  12.1   1.488e-18  
  12.2   2.314e-19  
  12.3   3.339e-20  
  12.4   4.456e-21  
  12.5   5.475e-22  
  12.6   6.176e-23  
  12.7   6.373e-24  
  12.8   6.000e-25  
  12.9   5.140e-26  
  13.0   3.999e-27  
