# z=6.0: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.669e-01  
   6.1   2.284e-01  
   6.2   1.952e-01  
   6.3   1.666e-01  
   6.4   1.420e-01  
   6.5   1.208e-01  
   6.6   1.026e-01  
   6.7   8.697e-02  
   6.8   7.361e-02  
   6.9   6.219e-02  
   7.0   5.244e-02  
   7.1   4.413e-02  
   7.2   3.706e-02  
   7.3   3.106e-02  
   7.4   2.598e-02  
   7.5   2.167e-02  
   7.6   1.805e-02  
   7.7   1.499e-02  
   7.8   1.242e-02  
   7.9   1.027e-02  
   8.0   8.473e-03  
   8.1   6.974e-03  
   8.2   5.727e-03  
   8.3   4.693e-03  
   8.4   3.837e-03  
   8.5   3.132e-03  
   8.6   2.551e-03  
   8.7   2.075e-03  
   8.8   1.685e-03  
   8.9   1.367e-03  
   9.0   1.107e-03  
   9.1   8.961e-04  
   9.2   7.247e-04  
   9.3   5.857e-04  
   9.4   4.730e-04  
   9.5   3.818e-04  
   9.6   3.080e-04  
   9.7   2.481e-04  
   9.8   1.996e-04  
   9.9   1.603e-04  
  10.0   1.283e-04  
  10.1   1.022e-04  
  10.2   8.090e-05  
  10.3   6.350e-05  
  10.4   4.929e-05  
  10.5   3.771e-05  
  10.6   2.835e-05  
  10.7   2.085e-05  
  10.8   1.495e-05  
  10.9   1.041e-05  
  11.0   7.006e-06  
  11.1   4.542e-06  
  11.2   2.826e-06  
  11.3   1.682e-06  
  11.4   9.554e-07  
  11.5   5.167e-07  
  11.6   2.656e-07  
  11.7   1.297e-07  
  11.8   6.010e-08  
  11.9   2.644e-08  
  12.0   1.105e-08  
  12.1   4.385e-09  
  12.2   1.655e-09  
  12.3   5.941e-10  
  12.4   2.027e-10  
  12.5   6.570e-11  
  12.6   2.019e-11  
  12.7   5.873e-12  
  12.8   1.612e-12  
  12.9   4.168e-13  
  13.0   1.012e-13  
