# z=16.0: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.258e-02  
   6.1   1.016e-02  
   6.2   8.206e-03  
   6.3   6.637e-03  
   6.4   5.377e-03  
   6.5   4.364e-03  
   6.6   3.549e-03  
   6.7   2.893e-03  
   6.8   2.363e-03  
   6.9   1.935e-03  
   7.0   1.587e-03  
   7.1   1.304e-03  
   7.2   1.073e-03  
   7.3   8.841e-04  
   7.4   7.284e-04  
   7.5   6.000e-04  
   7.6   4.939e-04  
   7.7   4.059e-04  
   7.8   3.328e-04  
   7.9   2.720e-04  
   8.0   2.213e-04  
   8.1   1.790e-04  
   8.2   1.437e-04  
   8.3   1.142e-04  
   8.4   8.966e-05  
   8.5   6.929e-05  
   8.6   5.253e-05  
   8.7   3.891e-05  
   8.8   2.805e-05  
   8.9   1.959e-05  
   9.0   1.321e-05  
   9.1   8.565e-06  
   9.2   5.325e-06  
   9.3   3.166e-06  
   9.4   1.796e-06  
   9.5   9.714e-07  
   9.6   5.004e-07  
   9.7   2.454e-07  
   9.8   1.146e-07  
   9.9   5.103e-08  
  10.0   2.166e-08  
  10.1   8.780e-09  
  10.2   3.400e-09  
  10.3   1.259e-09  
  10.4   4.461e-10  
  10.5   1.513e-10  
  10.6   4.909e-11  
  10.7   1.524e-11  
  10.8   4.526e-12  
  10.9   1.284e-12  
  11.0   3.475e-13  
  11.1   8.963e-14  
  11.2   2.198e-14  
  11.3   5.111e-15  
  11.4   1.124e-15  
  11.5   2.328e-16  
  11.6   4.527e-17  
  11.7   8.222e-18  
  11.8   1.389e-18  
  11.9   2.173e-19  
  12.0   3.136e-20  
  12.1   4.157e-21  
  12.2   5.045e-22  
  12.3   5.587e-23  
  12.4   5.633e-24  
  12.5   5.157e-25  
  12.6   4.279e-26  
  12.7   3.212e-27  
  12.8   2.179e-28  
  12.9   1.334e-29  
  13.0   7.362e-31  
