# z=5.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.684e-01  
   6.1   2.314e-01  
   6.2   1.993e-01  
   6.3   1.714e-01  
   6.4   1.472e-01  
   6.5   1.263e-01  
   6.6   1.082e-01  
   6.7   9.259e-02  
   6.8   7.909e-02  
   6.9   6.746e-02  
   7.0   5.745e-02  
   7.1   4.884e-02  
   7.2   4.145e-02  
   7.3   3.512e-02  
   7.4   2.970e-02  
   7.5   2.507e-02  
   7.6   2.112e-02  
   7.7   1.776e-02  
   7.8   1.490e-02  
   7.9   1.248e-02  
   8.0   1.043e-02  
   8.1   8.699e-03  
   8.2   7.240e-03  
   8.3   6.015e-03  
   8.4   4.987e-03  
   8.5   4.127e-03  
   8.6   3.410e-03  
   8.7   2.812e-03  
   8.8   2.316e-03  
   8.9   1.905e-03  
   9.0   1.564e-03  
   9.1   1.283e-03  
   9.2   1.052e-03  
   9.3   8.615e-04  
   9.4   7.051e-04  
   9.5   5.768e-04  
   9.6   4.716e-04  
   9.7   3.854e-04  
   9.8   3.149e-04  
   9.9   2.571e-04  
  10.0   2.097e-04  
  10.1   1.709e-04  
  10.2   1.390e-04  
  10.3   1.129e-04  
  10.4   9.131e-05  
  10.5   7.353e-05  
  10.6   5.884e-05  
  10.7   4.670e-05  
  10.8   3.665e-05  
  10.9   2.837e-05  
  11.0   2.158e-05  
  11.1   1.607e-05  
  11.2   1.167e-05  
  11.3   8.234e-06  
  11.4   5.617e-06  
  11.5   3.690e-06  
  11.6   2.326e-06  
  11.7   1.401e-06  
  11.8   8.044e-07  
  11.9   4.387e-07  
  12.0   2.268e-07  
  12.1   1.110e-07  
  12.2   5.129e-08  
  12.3   2.238e-08  
  12.4   9.216e-09  
  12.5   3.580e-09  
  12.6   1.312e-09  
  12.7   4.534e-10  
  12.8   1.477e-10  
  12.9   4.530e-11  
  13.0   1.305e-11  
