# z=24.0: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.877e-05  
   6.1   1.503e-05  
   6.2   1.194e-05  
   6.3   9.402e-06  
   6.4   7.323e-06  
   6.5   5.628e-06  
   6.6   4.256e-06  
   6.7   3.156e-06  
   6.8   2.287e-06  
   6.9   1.613e-06  
   7.0   1.103e-06  
   7.1   7.293e-07  
   7.2   4.641e-07  
   7.3   2.834e-07  
   7.4   1.657e-07  
   7.5   9.252e-08  
   7.6   4.926e-08  
   7.7   2.498e-08  
   7.8   1.206e-08  
   7.9   5.539e-09  
   8.0   2.422e-09  
   8.1   1.008e-09  
   8.2   3.998e-10  
   8.3   1.512e-10  
   8.4   5.455e-11  
   8.5   1.878e-11  
   8.6   6.170e-12  
   8.7   1.931e-12  
   8.8   5.750e-13  
   8.9   1.623e-13  
   9.0   4.326e-14  
   9.1   1.084e-14  
   9.2   2.538e-15  
   9.3   5.529e-16  
   9.4   1.115e-16  
   9.5   2.070e-17  
   9.6   3.525e-18  
   9.7   5.488e-19  
   9.8   7.785e-20  
   9.9   1.004e-20  
  10.0   1.173e-21  
  10.1   1.241e-22  
  10.2   1.186e-23  
  10.3   1.023e-24  
  10.4   7.961e-26  
  10.5   5.577e-27  
  10.6   3.516e-28  
  10.7   1.994e-29  
  10.8   1.017e-30  
  10.9   4.656e-32  
  11.0   1.915e-33  
  11.1   7.073e-35  
  11.2   2.345e-36  
  11.3   6.973e-38  
  11.4   1.860e-39  
  11.5   4.452e-41  
  11.6   9.553e-43  
  11.7   1.838e-44  
  11.8   3.169e-46  
  11.9   4.899e-48  
  12.0   6.787e-50  
  12.1   8.425e-52  
  12.2   9.372e-54  
  12.3   9.341e-56  
  12.4   8.341e-58  
  12.5   6.672e-60  
  12.6   4.781e-62  
  12.7   3.068e-64  
  12.8   1.764e-66  
  12.9   9.082e-69  
  13.0   4.188e-71  
