# z=20.0: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.695e-04  
   6.1   2.221e-04  
   6.2   1.828e-04  
   6.3   1.500e-04  
   6.4   1.227e-04  
   6.5   1.000e-04  
   6.6   8.115e-05  
   6.7   6.546e-05  
   6.8   5.243e-05  
   6.9   4.162e-05  
   7.0   3.267e-05  
   7.1   2.530e-05  
   7.2   1.926e-05  
   7.3   1.437e-05  
   7.4   1.047e-05  
   7.5   7.413e-06  
   7.6   5.085e-06  
   7.7   3.366e-06  
   7.8   2.142e-06  
   7.9   1.308e-06  
   8.0   7.636e-07  
   8.1   4.257e-07  
   8.2   2.262e-07  
   8.3   1.145e-07  
   8.4   5.521e-08  
   8.5   2.534e-08  
   8.6   1.107e-08  
   8.7   4.613e-09  
   8.8   1.833e-09  
   8.9   6.949e-10  
   9.0   2.517e-10  
   9.1   8.712e-11  
   9.2   2.883e-11  
   9.3   9.123e-12  
   9.4   2.759e-12  
   9.5   7.964e-13  
   9.6   2.191e-13  
   9.7   5.728e-14  
   9.8   1.419e-14  
   9.9   3.314e-15  
  10.0   7.267e-16  
  10.1   1.489e-16  
  10.2   2.836e-17  
  10.3   4.996e-18  
  10.4   8.106e-19  
  10.5   1.207e-19  
  10.6   1.642e-20  
  10.7   2.036e-21  
  10.8   2.294e-22  
  10.9   2.346e-23  
  11.0   2.171e-24  
  11.1   1.816e-25  
  11.2   1.372e-26  
  11.3   9.341e-28  
  11.4   5.731e-29  
  11.5   3.165e-30  
  11.6   1.573e-31  
  11.7   7.025e-33  
  11.8   2.820e-34  
  11.9   1.017e-35  
  12.0   3.293e-37  
  12.1   9.571e-39  
  12.2   2.496e-40  
  12.3   5.842e-42  
  12.4   1.226e-43  
  12.5   2.309e-45  
  12.6   3.897e-47  
  12.7   5.897e-49  
  12.8   8.000e-51  
  12.9   9.728e-53  
  13.0   1.060e-54  
