# z=23.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.142e-04  
   6.1   9.424e-05  
   6.2   7.757e-05  
   6.3   6.365e-05  
   6.4   5.206e-05  
   6.5   4.242e-05  
   6.6   3.441e-05  
   6.7   2.777e-05  
   6.8   2.227e-05  
   6.9   1.773e-05  
   7.0   1.399e-05  
   7.1   1.092e-05  
   7.2   8.402e-06  
   7.3   6.360e-06  
   7.4   4.720e-06  
   7.5   3.422e-06  
   7.6   2.413e-06  
   7.7   1.650e-06  
   7.8   1.089e-06  
   7.9   6.922e-07  
   8.0   4.220e-07  
   8.1   2.462e-07  
   8.2   1.372e-07  
   8.3   7.285e-08  
   8.4   3.685e-08  
   8.5   1.774e-08  
   8.6   8.130e-09  
   8.7   3.546e-09  
   8.8   1.473e-09  
   8.9   5.830e-10  
   9.0   2.201e-10  
   9.1   7.930e-11  
   9.2   2.728e-11  
   9.3   8.961e-12  
   9.4   2.809e-12  
   9.5   8.389e-13  
   9.6   2.381e-13  
   9.7   6.400e-14  
   9.8   1.622e-14  
   9.9   3.859e-15  
  10.0   8.569e-16  
  10.1   1.767e-16  
  10.2   3.368e-17  
  10.3   5.905e-18  
  10.4   9.487e-19  
  10.5   1.392e-19  
  10.6   1.859e-20  
  10.7   2.256e-21  
  10.8   2.480e-22  
  10.9   2.468e-23  
  11.0   2.218e-24  
  11.1   1.798e-25  
  11.2   1.314e-26  
  11.3   8.652e-28  
  11.4   5.125e-29  
  11.5   2.730e-30  
  11.6   1.307e-31  
  11.7   5.624e-33  
  11.8   2.173e-34  
  11.9   7.537e-36  
  12.0   2.346e-37  
  12.1   6.554e-39  
  12.2   1.642e-40  
  12.3   3.691e-42  
  12.4   7.440e-44  
  12.5   1.344e-45  
  12.6   2.178e-47  
  12.7   3.162e-49  
  12.8   4.116e-51  
  12.9   4.800e-53  
  13.0   5.016e-55  
