# z=10.5: redshift
# eps=0.9: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   7.980e-02  
   6.1   6.636e-02  
   6.2   5.520e-02  
   6.3   4.594e-02  
   6.4   3.826e-02  
   6.5   3.188e-02  
   6.6   2.659e-02  
   6.7   2.219e-02  
   6.8   1.854e-02  
   6.9   1.550e-02  
   7.0   1.297e-02  
   7.1   1.086e-02  
   7.2   9.105e-03  
   7.3   7.638e-03  
   7.4   6.411e-03  
   7.5   5.385e-03  
   7.6   4.526e-03  
   7.7   3.805e-03  
   7.8   3.201e-03  
   7.9   2.692e-03  
   8.0   2.265e-03  
   8.1   1.905e-03  
   8.2   1.602e-03  
   8.3   1.347e-03  
   8.4   1.132e-03  
   8.5   9.498e-04  
   8.6   7.963e-04  
   8.7   6.666e-04  
   8.8   5.570e-04  
   8.9   4.642e-04  
   9.0   3.857e-04  
   9.1   3.191e-04  
   9.2   2.626e-04  
   9.3   2.147e-04  
   9.4   1.740e-04  
   9.5   1.395e-04  
   9.6   1.104e-04  
   9.7   8.595e-05  
   9.8   6.563e-05  
   9.9   4.897e-05  
  10.0   3.556e-05  
  10.1   2.504e-05  
  10.2   1.702e-05  
  10.3   1.113e-05  
  10.4   6.965e-06  
  10.5   4.160e-06  
  10.6   2.362e-06  
  10.7   1.271e-06  
  10.8   6.461e-07  
  10.9   3.098e-07  
  11.0   1.399e-07  
  11.1   5.944e-08  
  11.2   2.376e-08  
  11.3   8.938e-09  
  11.4   3.170e-09  
  11.5   1.062e-09  
  11.6   3.373e-10  
  11.7   1.018e-10  
  11.8   2.927e-11  
  11.9   8.044e-12  
  12.0   2.115e-12  
  12.1   5.324e-13  
  12.2   1.282e-13  
  12.3   2.945e-14  
  12.4   6.444e-15  
  12.5   1.339e-15  
  12.6   2.634e-16  
  12.7   4.891e-17  
  12.8   8.543e-18  
  12.9   1.399e-18  
  13.0   2.141e-19  
