# z=25.0: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.059e-05  
   6.1   1.666e-05  
   6.2   1.341e-05  
   6.3   1.074e-05  
   6.4   8.536e-06  
   6.5   6.732e-06  
   6.6   5.256e-06  
   6.7   4.053e-06  
   6.8   3.080e-06  
   6.9   2.298e-06  
   7.0   1.679e-06  
   7.1   1.196e-06  
   7.2   8.279e-07  
   7.3   5.545e-07  
   7.4   3.582e-07  
   7.5   2.224e-07  
   7.6   1.324e-07  
   7.7   7.531e-08  
   7.8   4.089e-08  
   7.9   2.115e-08  
   8.0   1.042e-08  
   8.1   4.884e-09  
   8.2   2.179e-09  
   8.3   9.250e-10  
   8.4   3.741e-10  
   8.5   1.442e-10  
   8.6   5.297e-11  
   8.7   1.856e-11  
   8.8   6.198e-12  
   8.9   1.970e-12  
   9.0   5.948e-13  
   9.1   1.699e-13  
   9.2   4.574e-14  
   9.3   1.155e-14  
   9.4   2.719e-15  
   9.5   5.942e-16  
   9.6   1.199e-16  
   9.7   2.224e-17  
   9.8   3.779e-18  
   9.9   5.860e-19  
  10.0   8.268e-20  
  10.1   1.059e-20  
  10.2   1.229e-21  
  10.3   1.290e-22  
  10.4   1.222e-23  
  10.5   1.045e-24  
  10.6   8.050e-26  
  10.7   5.584e-27  
  10.8   3.485e-28  
  10.9   1.956e-29  
  11.0   9.866e-31  
  11.1   4.470e-32  
  11.2   1.819e-33  
  11.3   6.644e-35  
  11.4   2.178e-36  
  11.5   6.406e-38  
  11.6   1.690e-39  
  11.7   3.999e-41  
  11.8   8.485e-43  
  11.9   1.614e-44  
  12.0   2.752e-46  
  12.1   4.207e-48  
  12.2   5.763e-50  
  12.3   7.074e-52  
  12.4   7.781e-54  
  12.5   7.669e-56  
  12.6   6.772e-58  
  12.7   5.357e-60  
  12.8   3.796e-62  
  12.9   2.409e-64  
  13.0   1.370e-66  
