# z=25.0: redshift
# eps=0.9: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   3.477e-05  
   6.1   2.840e-05  
   6.2   2.311e-05  
   6.3   1.874e-05  
   6.4   1.513e-05  
   6.5   1.215e-05  
   6.6   9.699e-06  
   6.7   7.684e-06  
   6.8   6.034e-06  
   6.9   4.687e-06  
   7.0   3.592e-06  
   7.1   2.708e-06  
   7.2   2.003e-06  
   7.3   1.448e-06  
   7.4   1.018e-06  
   7.5   6.950e-07  
   7.6   4.582e-07  
   7.7   2.909e-07  
   7.8   1.773e-07  
   7.9   1.034e-07  
   8.0   5.765e-08  
   8.1   3.064e-08  
   8.2   1.551e-08  
   8.3   7.470e-09  
   8.4   3.425e-09  
   8.5   1.494e-09  
   8.6   6.207e-10  
   8.7   2.456e-10  
   8.8   9.266e-11  
   8.9   3.333e-11  
   9.0   1.143e-11  
   9.1   3.736e-12  
   9.2   1.161e-12  
   9.3   3.420e-13  
   9.4   9.520e-14  
   9.5   2.492e-14  
   9.6   6.101e-15  
   9.7   1.390e-15  
   9.8   2.934e-16  
   9.9   5.705e-17  
  10.0   1.018e-17  
  10.1   1.661e-18  
  10.2   2.469e-19  
  10.3   3.338e-20  
  10.4   4.091e-21  
  10.5   4.540e-22  
  10.6   4.553e-23  
  10.7   4.121e-24  
  10.8   3.363e-25  
  10.9   2.473e-26  
  11.0   1.636e-27  
  11.1   9.738e-29  
  11.2   5.211e-30  
  11.3   2.505e-31  
  11.4   1.082e-32  
  11.5   4.195e-34  
  11.6   1.460e-35  
  11.7   4.559e-37  
  11.8   1.277e-38  
  11.9   3.210e-40  
  12.0   7.234e-42  
  12.1   1.462e-43  
  12.2   2.648e-45  
  12.3   4.300e-47  
  12.4   6.258e-49  
  12.5   8.162e-51  
  12.6   9.540e-53  
  12.7   9.990e-55  
  12.8   9.374e-57  
  12.9   7.880e-59  
  13.0   5.934e-61  
