# z=4.5: redshift
# eps=0.6: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.390e-01  
   6.1   2.090e-01  
   6.2   1.826e-01  
   6.3   1.594e-01  
   6.4   1.390e-01  
   6.5   1.211e-01  
   6.6   1.054e-01  
   6.7   9.169e-02  
   6.8   7.965e-02  
   6.9   6.912e-02  
   7.0   5.991e-02  
   7.1   5.186e-02  
   7.2   4.484e-02  
   7.3   3.871e-02  
   7.4   3.338e-02  
   7.5   2.873e-02  
   7.6   2.470e-02  
   7.7   2.120e-02  
   7.8   1.816e-02  
   7.9   1.553e-02  
   8.0   1.326e-02  
   8.1   1.129e-02  
   8.2   9.603e-03  
   8.3   8.149e-03  
   8.4   6.900e-03  
   8.5   5.830e-03  
   8.6   4.915e-03  
   8.7   4.134e-03  
   8.8   3.469e-03  
   8.9   2.905e-03  
   9.0   2.426e-03  
   9.1   2.022e-03  
   9.2   1.681e-03  
   9.3   1.394e-03  
   9.4   1.154e-03  
   9.5   9.527e-04  
   9.6   7.850e-04  
   9.7   6.454e-04  
   9.8   5.296e-04  
   9.9   4.338e-04  
  10.0   3.546e-04  
  10.1   2.894e-04  
  10.2   2.357e-04  
  10.3   1.917e-04  
  10.4   1.556e-04  
  10.5   1.260e-04  
  10.6   1.018e-04  
  10.7   8.208e-05  
  10.8   6.593e-05  
  10.9   5.274e-05  
  11.0   4.195e-05  
  11.1   3.314e-05  
  11.2   2.594e-05  
  11.3   2.007e-05  
  11.4   1.530e-05  
  11.5   1.146e-05  
  11.6   8.401e-06  
  11.7   5.997e-06  
  11.8   4.151e-06  
  11.9   2.772e-06  
  12.0   1.777e-06  
  12.1   1.088e-06  
  12.2   6.328e-07  
  12.3   3.480e-07  
  12.4   1.800e-07  
  12.5   8.721e-08  
  12.6   3.940e-08  
  12.7   1.654e-08  
  12.8   6.424e-09  
  12.9   2.302e-09  
  13.0   7.591e-10  
