# z=14.0: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.186e-02  
   6.1   1.810e-02  
   6.2   1.500e-02  
   6.3   1.244e-02  
   6.4   1.032e-02  
   6.5   8.565e-03  
   6.6   7.113e-03  
   6.7   5.911e-03  
   6.8   4.913e-03  
   6.9   4.085e-03  
   7.0   3.398e-03  
   7.1   2.826e-03  
   7.2   2.351e-03  
   7.3   1.955e-03  
   7.4   1.626e-03  
   7.5   1.351e-03  
   7.6   1.122e-03  
   7.7   9.314e-04  
   7.8   7.721e-04  
   7.9   6.391e-04  
   8.0   5.281e-04  
   8.1   4.353e-04  
   8.2   3.577e-04  
   8.3   2.928e-04  
   8.4   2.384e-04  
   8.5   1.928e-04  
   8.6   1.545e-04  
   8.7   1.224e-04  
   8.8   9.548e-05  
   8.9   7.310e-05  
   9.0   5.469e-05  
   9.1   3.979e-05  
   9.2   2.803e-05  
   9.3   1.903e-05  
   9.4   1.240e-05  
   9.5   7.721e-06  
   9.6   4.583e-06  
   9.7   2.586e-06  
   9.8   1.385e-06  
   9.9   7.035e-07  
  10.0   3.388e-07  
  10.1   1.548e-07  
  10.2   6.720e-08  
  10.3   2.776e-08  
  10.4   1.093e-08  
  10.5   4.112e-09  
  10.6   1.480e-09  
  10.7   5.104e-10  
  10.8   1.687e-10  
  10.9   5.346e-11  
  11.0   1.623e-11  
  11.1   4.718e-12  
  11.2   1.311e-12  
  11.3   3.478e-13  
  11.4   8.791e-14  
  11.5   2.114e-14  
  11.6   4.823e-15  
  11.7   1.042e-15  
  11.8   2.123e-16  
  11.9   4.071e-17  
  12.0   7.314e-18  
  12.1   1.226e-18  
  12.2   1.911e-19  
  12.3   2.756e-20  
  12.4   3.665e-21  
  12.5   4.477e-22  
  12.6   5.007e-23  
  12.7   5.111e-24  
  12.8   4.749e-25  
  12.9   4.009e-26  
  13.0   3.068e-27  
