# z=4.0: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.114e-01  
   6.1   1.860e-01  
   6.2   1.636e-01  
   6.3   1.437e-01  
   6.4   1.262e-01  
   6.5   1.107e-01  
   6.6   9.710e-02  
   6.7   8.506e-02  
   6.8   7.445e-02  
   6.9   6.510e-02  
   7.0   5.687e-02  
   7.1   4.963e-02  
   7.2   4.326e-02  
   7.3   3.767e-02  
   7.4   3.275e-02  
   7.5   2.844e-02  
   7.6   2.467e-02  
   7.7   2.136e-02  
   7.8   1.847e-02  
   7.9   1.595e-02  
   8.0   1.374e-02  
   8.1   1.182e-02  
   8.2   1.015e-02  
   8.3   8.696e-03  
   8.4   7.436e-03  
   8.5   6.344e-03  
   8.6   5.400e-03  
   8.7   4.586e-03  
   8.8   3.884e-03  
   8.9   3.280e-03  
   9.0   2.763e-03  
   9.1   2.320e-03  
   9.2   1.942e-03  
   9.3   1.621e-03  
   9.4   1.347e-03  
   9.5   1.116e-03  
   9.6   9.213e-04  
   9.7   7.572e-04  
   9.8   6.197e-04  
   9.9   5.049e-04  
  10.0   4.094e-04  
  10.1   3.301e-04  
  10.2   2.647e-04  
  10.3   2.108e-04  
  10.4   1.667e-04  
  10.5   1.306e-04  
  10.6   1.013e-04  
  10.7   7.766e-05  
  10.8   5.869e-05  
  10.9   4.364e-05  
  11.0   3.184e-05  
  11.1   2.273e-05  
  11.2   1.585e-05  
  11.3   1.075e-05  
  11.4   7.078e-06  
  11.5   4.506e-06  
  11.6   2.763e-06  
  11.7   1.625e-06  
  11.8   9.117e-07  
  11.9   4.856e-07  
  12.0   2.442e-07  
  12.1   1.153e-07  
  12.2   5.087e-08  
  12.3   2.087e-08  
  12.4   7.933e-09  
  12.5   2.782e-09  
  12.6   8.971e-10  
  12.7   2.653e-10  
  12.8   7.181e-11  
  12.9   1.775e-11  
  13.0   3.997e-12  
