# z=18.5: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.046e-03  
   6.1   1.682e-03  
   6.2   1.389e-03  
   6.3   1.150e-03  
   6.4   9.535e-04  
   6.5   7.909e-04  
   6.6   6.559e-04  
   6.7   5.435e-04  
   6.8   4.498e-04  
   6.9   3.717e-04  
   7.0   3.065e-04  
   7.1   2.521e-04  
   7.2   2.068e-04  
   7.3   1.690e-04  
   7.4   1.376e-04  
   7.5   1.114e-04  
   7.6   8.962e-05  
   7.7   7.152e-05  
   7.8   5.649e-05  
   7.9   4.406e-05  
   8.0   3.382e-05  
   8.1   2.546e-05  
   8.2   1.873e-05  
   8.3   1.342e-05  
   8.4   9.313e-06  
   8.5   6.244e-06  
   8.6   4.029e-06  
   8.7   2.495e-06  
   8.8   1.478e-06  
   8.9   8.367e-07  
   9.0   4.517e-07  
   9.1   2.323e-07  
   9.2   1.138e-07  
   9.3   5.311e-08  
   9.4   2.361e-08  
   9.5   1.000e-08  
   9.6   4.043e-09  
   9.7   1.560e-09  
   9.8   5.752e-10  
   9.9   2.027e-10  
  10.0   6.832e-11  
  10.1   2.203e-11  
  10.2   6.791e-12  
  10.3   2.001e-12  
  10.4   5.630e-13  
  10.5   1.510e-13  
  10.6   3.852e-14  
  10.7   9.316e-15  
  10.8   2.129e-15  
  10.9   4.576e-16  
  11.0   9.212e-17  
  11.1   1.728e-17  
  11.2   3.007e-18  
  11.3   4.830e-19  
  11.4   7.135e-20  
  11.5   9.656e-21  
  11.6   1.193e-21  
  11.7   1.342e-22  
  11.8   1.372e-23  
  11.9   1.271e-24  
  12.0   1.065e-25  
  12.1   8.066e-27  
  12.2   5.513e-28  
  12.3   3.397e-29  
  12.4   1.886e-30  
  12.5   9.420e-32  
  12.6   4.233e-33  
  12.7   1.710e-34  
  12.8   6.206e-36  
  12.9   2.023e-37  
  13.0   5.923e-39  
