# z=18.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.007e-03  
   6.1   8.149e-04  
   6.2   6.636e-04  
   6.3   5.424e-04  
   6.4   4.443e-04  
   6.5   3.641e-04  
   6.6   2.983e-04  
   6.7   2.441e-04  
   6.8   1.993e-04  
   6.9   1.623e-04  
   7.0   1.316e-04  
   7.1   1.062e-04  
   7.2   8.516e-05  
   7.3   6.771e-05  
   7.4   5.327e-05  
   7.5   4.136e-05  
   7.6   3.158e-05  
   7.7   2.364e-05  
   7.8   1.727e-05  
   7.9   1.227e-05  
   8.0   8.441e-06  
   8.1   5.605e-06  
   8.2   3.578e-06  
   8.3   2.191e-06  
   8.4   1.283e-06  
   8.5   7.173e-07  
   8.6   3.824e-07  
   8.7   1.942e-07  
   8.8   9.394e-08  
   8.9   4.328e-08  
   9.0   1.900e-08  
   9.1   7.951e-09  
   9.2   3.175e-09  
   9.3   1.211e-09  
   9.4   4.410e-10  
   9.5   1.536e-10  
   9.6   5.118e-11  
   9.7   1.631e-11  
   9.8   4.970e-12  
   9.9   1.447e-12  
  10.0   4.022e-13  
  10.1   1.065e-13  
  10.2   2.680e-14  
  10.3   6.389e-15  
  10.4   1.438e-15  
  10.5   3.039e-16  
  10.6   6.010e-17  
  10.7   1.106e-17  
  10.8   1.886e-18  
  10.9   2.965e-19  
  11.0   4.283e-20  
  11.1   5.663e-21  
  11.2   6.830e-22  
  11.3   7.496e-23  
  11.4   7.469e-24  
  11.5   6.743e-25  
  11.6   5.506e-26  
  11.7   4.061e-27  
  11.8   2.702e-28  
  11.9   1.621e-29  
  12.0   8.753e-31  
  12.1   4.254e-32  
  12.2   1.860e-33  
  12.3   7.307e-35  
  12.4   2.579e-36  
  12.5   8.177e-38  
  12.6   2.328e-39  
  12.7   5.946e-41  
  12.8   1.363e-42  
  12.9   2.803e-44  
  13.0   5.170e-46  
