# z=9.0: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.327e-01  
   6.1   1.091e-01  
   6.2   8.953e-02  
   6.3   7.326e-02  
   6.4   5.979e-02  
   6.5   4.867e-02  
   6.6   3.952e-02  
   6.7   3.200e-02  
   6.8   2.584e-02  
   6.9   2.081e-02  
   7.0   1.672e-02  
   7.1   1.340e-02  
   7.2   1.071e-02  
   7.3   8.545e-03  
   7.4   6.802e-03  
   7.5   5.405e-03  
   7.6   4.288e-03  
   7.7   3.396e-03  
   7.8   2.687e-03  
   7.9   2.123e-03  
   8.0   1.676e-03  
   8.1   1.322e-03  
   8.2   1.042e-03  
   8.3   8.199e-04  
   8.4   6.441e-04  
   8.5   5.048e-04  
   8.6   3.941e-04  
   8.7   3.061e-04  
   8.8   2.360e-04  
   8.9   1.801e-04  
   9.0   1.357e-04  
   9.1   1.007e-04  
   9.2   7.316e-05  
   9.3   5.194e-05  
   9.4   3.588e-05  
   9.5   2.404e-05  
   9.6   1.556e-05  
   9.7   9.711e-06  
   9.8   5.830e-06  
   9.9   3.364e-06  
  10.0   1.864e-06  
  10.1   9.931e-07  
  10.2   5.094e-07  
  10.3   2.520e-07  
  10.4   1.204e-07  
  10.5   5.567e-08  
  10.6   2.487e-08  
  10.7   1.072e-08  
  10.8   4.435e-09  
  10.9   1.755e-09  
  11.0   6.604e-10  
  11.1   2.352e-10  
  11.2   7.898e-11  
  11.3   2.492e-11  
  11.4   7.368e-12  
  11.5   2.039e-12  
  11.6   5.275e-13  
  11.7   1.275e-13  
  11.8   2.880e-14  
  11.9   6.074e-15  
  12.0   1.197e-15  
  12.1   2.203e-16  
  12.2   3.786e-17  
  12.3   6.075e-18  
  12.4   9.091e-19  
  12.5   1.267e-19  
  12.6   1.642e-20  
  12.7   1.975e-21  
  12.8   2.199e-22  
  12.9   2.261e-23  
  13.0   2.141e-24  
