# z=23.5: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.714e-05  
   6.1   2.185e-05  
   6.2   1.748e-05  
   6.3   1.388e-05  
   6.4   1.091e-05  
   6.5   8.486e-06  
   6.6   6.505e-06  
   6.7   4.903e-06  
   6.8   3.620e-06  
   6.9   2.609e-06  
   7.0   1.829e-06  
   7.1   1.242e-06  
   7.2   8.139e-07  
   7.3   5.131e-07  
   7.4   3.102e-07  
   7.5   1.794e-07  
   7.6   9.906e-08  
   7.7   5.213e-08  
   7.8   2.613e-08  
   7.9   1.246e-08  
   8.0   5.657e-09  
   8.1   2.444e-09  
   8.2   1.006e-09  
   8.3   3.944e-10  
   8.4   1.475e-10  
   8.5   5.267e-11  
   8.6   1.795e-11  
   8.7   5.842e-12  
   8.8   1.813e-12  
   8.9   5.357e-13  
   9.0   1.503e-13  
   9.1   3.986e-14  
   9.2   9.956e-15  
   9.3   2.329e-15  
   9.4   5.079e-16  
   9.5   1.026e-16  
   9.6   1.914e-17  
   9.7   3.279e-18  
   9.8   5.140e-19  
   9.9   7.350e-20  
  10.0   9.561e-21  
  10.1   1.128e-21  
  10.2   1.206e-22  
  10.3   1.166e-23  
  10.4   1.018e-24  
  10.5   8.010e-26  
  10.6   5.681e-27  
  10.7   3.627e-28  
  10.8   2.083e-29  
  10.9   1.076e-30  
  11.0   4.994e-32  
  11.1   2.082e-33  
  11.2   7.793e-35  
  11.3   2.618e-36  
  11.4   7.895e-38  
  11.5   2.136e-39  
  11.6   5.182e-41  
  11.7   1.128e-42  
  11.8   2.200e-44  
  11.9   3.848e-46  
  12.0   6.032e-48  
  12.1   8.476e-50  
  12.2   1.067e-51  
  12.3   1.204e-53  
  12.4   1.218e-55  
  12.5   1.103e-57  
  12.6   8.949e-60  
  12.7   6.505e-62  
  12.8   4.236e-64  
  12.9   2.470e-66  
  13.0   1.290e-68  
