# z=6.0: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.658e-01  
   6.1   2.274e-01  
   6.2   1.942e-01  
   6.3   1.656e-01  
   6.4   1.410e-01  
   6.5   1.199e-01  
   6.6   1.017e-01  
   6.7   8.615e-02  
   6.8   7.283e-02  
   6.9   6.144e-02  
   7.0   5.173e-02  
   7.1   4.346e-02  
   7.2   3.642e-02  
   7.3   3.046e-02  
   7.4   2.540e-02  
   7.5   2.113e-02  
   7.6   1.754e-02  
   7.7   1.451e-02  
   7.8   1.197e-02  
   7.9   9.847e-03  
   8.0   8.075e-03  
   8.1   6.601e-03  
   8.2   5.378e-03  
   8.3   4.367e-03  
   8.4   3.534e-03  
   8.5   2.850e-03  
   8.6   2.291e-03  
   8.7   1.834e-03  
   8.8   1.464e-03  
   8.9   1.164e-03  
   9.0   9.217e-04  
   9.1   7.273e-04  
   9.2   5.714e-04  
   9.3   4.469e-04  
   9.4   3.477e-04  
   9.5   2.688e-04  
   9.6   2.062e-04  
   9.7   1.567e-04  
   9.8   1.176e-04  
   9.9   8.708e-05  
  10.0   6.336e-05  
  10.1   4.517e-05  
  10.2   3.146e-05  
  10.3   2.134e-05  
  10.4   1.405e-05  
  10.5   8.944e-06  
  10.6   5.493e-06  
  10.7   3.245e-06  
  10.8   1.840e-06  
  10.9   9.999e-07  
  11.0   5.210e-07  
  11.1   2.607e-07  
  11.2   1.257e-07  
  11.3   5.863e-08  
  11.4   2.661e-08  
  11.5   1.179e-08  
  11.6   5.100e-09  
  11.7   2.148e-09  
  11.8   8.760e-10  
  11.9   3.430e-10  
  12.0   1.280e-10  
  12.1   4.515e-11  
  12.2   1.498e-11  
  12.3   4.652e-12  
  12.4   1.347e-12  
  12.5   3.629e-13  
  12.6   9.071e-14  
  12.7   2.100e-14  
  12.8   4.497e-15  
  12.9   8.889e-16  
  13.0   1.619e-16  
