# z=10.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   9.429e-02  
   6.1   7.807e-02  
   6.2   6.463e-02  
   6.3   5.349e-02  
   6.4   4.428e-02  
   6.5   3.666e-02  
   6.6   3.036e-02  
   6.7   2.516e-02  
   6.8   2.086e-02  
   6.9   1.731e-02  
   7.0   1.437e-02  
   7.1   1.194e-02  
   7.2   9.936e-03  
   7.3   8.273e-03  
   7.4   6.895e-03  
   7.5   5.752e-03  
   7.6   4.802e-03  
   7.7   4.013e-03  
   7.8   3.355e-03  
   7.9   2.807e-03  
   8.0   2.349e-03  
   8.1   1.967e-03  
   8.2   1.647e-03  
   8.3   1.379e-03  
   8.4   1.155e-03  
   8.5   9.663e-04  
   8.6   8.079e-04  
   8.7   6.748e-04  
   8.8   5.627e-04  
   8.9   4.682e-04  
   9.0   3.885e-04  
   9.1   3.211e-04  
   9.2   2.641e-04  
   9.3   2.158e-04  
   9.4   1.750e-04  
   9.5   1.404e-04  
   9.6   1.112e-04  
   9.7   8.670e-05  
   9.8   6.635e-05  
   9.9   4.965e-05  
  10.0   3.620e-05  
  10.1   2.561e-05  
  10.2   1.751e-05  
  10.3   1.153e-05  
  10.4   7.280e-06  
  10.5   4.391e-06  
  10.6   2.522e-06  
  10.7   1.374e-06  
  10.8   7.085e-07  
  10.9   3.449e-07  
  11.0   1.583e-07  
  11.1   6.834e-08  
  11.2   2.777e-08  
  11.3   1.062e-08  
  11.4   3.823e-09  
  11.5   1.298e-09  
  11.6   4.169e-10  
  11.7   1.269e-10  
  11.8   3.671e-11  
  11.9   1.012e-11  
  12.0   2.662e-12  
  12.1   6.691e-13  
  12.2   1.606e-13  
  12.3   3.677e-14  
  12.4   8.017e-15  
  12.5   1.660e-15  
  12.6   3.255e-16  
  12.7   6.027e-17  
  12.8   1.051e-17  
  12.9   1.719e-18  
  13.0   2.630e-19  
