# z=16.5: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.016e-02  
   6.1   8.071e-03  
   6.2   6.427e-03  
   6.3   5.135e-03  
   6.4   4.120e-03  
   6.5   3.319e-03  
   6.6   2.686e-03  
   6.7   2.183e-03  
   6.8   1.782e-03  
   6.9   1.458e-03  
   7.0   1.197e-03  
   7.1   9.845e-04  
   7.2   8.108e-04  
   7.3   6.680e-04  
   7.4   5.503e-04  
   7.5   4.529e-04  
   7.6   3.722e-04  
   7.7   3.050e-04  
   7.8   2.491e-04  
   7.9   2.026e-04  
   8.0   1.637e-04  
   8.1   1.313e-04  
   8.2   1.044e-04  
   8.3   8.191e-05  
   8.4   6.332e-05  
   8.5   4.805e-05  
   8.6   3.565e-05  
   8.7   2.575e-05  
   8.8   1.804e-05  
   8.9   1.221e-05  
   9.0   7.958e-06  
   9.1   4.975e-06  
   9.2   2.976e-06  
   9.3   1.700e-06  
   9.4   9.265e-07  
   9.5   4.810e-07  
   9.6   2.378e-07  
   9.7   1.120e-07  
   9.8   5.027e-08  
   9.9   2.152e-08  
  10.0   8.788e-09  
  10.1   3.429e-09  
  10.2   1.279e-09  
  10.3   4.563e-10  
  10.4   1.557e-10  
  10.5   5.087e-11  
  10.6   1.590e-11  
  10.7   4.750e-12  
  10.8   1.356e-12  
  10.9   3.696e-13  
  11.0   9.595e-14  
  11.1   2.369e-14  
  11.2   5.546e-15  
  11.3   1.228e-15  
  11.4   2.560e-16  
  11.5   5.009e-17  
  11.6   9.150e-18  
  11.7   1.554e-18  
  11.8   2.443e-19  
  11.9   3.541e-20  
  12.0   4.711e-21  
  12.1   5.736e-22  
  12.2   6.370e-23  
  12.3   6.437e-24  
  12.4   5.905e-25  
  12.5   4.908e-26  
  12.6   3.690e-27  
  12.7   2.506e-28  
  12.8   1.536e-29  
  12.9   8.484e-31  
  13.0   4.220e-32  
