# z=15.5: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   9.438e-03  
   6.1   7.195e-03  
   6.2   5.445e-03  
   6.3   4.092e-03  
   6.4   3.058e-03  
   6.5   2.274e-03  
   6.6   1.687e-03  
   6.7   1.251e-03  
   6.8   9.284e-04  
   6.9   6.910e-04  
   7.0   5.164e-04  
   7.1   3.876e-04  
   7.2   2.921e-04  
   7.3   2.206e-04  
   7.4   1.666e-04  
   7.5   1.254e-04  
   7.6   9.360e-05  
   7.7   6.900e-05  
   7.8   4.997e-05  
   7.9   3.536e-05  
   8.0   2.433e-05  
   8.1   1.619e-05  
   8.2   1.038e-05  
   8.3   6.382e-06  
   8.4   3.755e-06  
   8.5   2.109e-06  
   8.6   1.128e-06  
   8.7   5.749e-07  
   8.8   2.788e-07  
   8.9   1.288e-07  
   9.0   5.665e-08  
   9.1   2.377e-08  
   9.2   9.522e-09  
   9.3   3.646e-09  
   9.4   1.335e-09  
   9.5   4.682e-10  
   9.6   1.572e-10  
   9.7   5.053e-11  
   9.8   1.555e-11  
   9.9   4.575e-12  
  10.0   1.287e-12  
  10.1   3.454e-13  
  10.2   8.832e-14  
  10.3   2.148e-14  
  10.4   4.956e-15  
  10.5   1.081e-15  
  10.6   2.224e-16  
  10.7   4.293e-17  
  10.8   7.749e-18  
  10.9   1.302e-18  
  11.0   2.027e-19  
  11.1   2.912e-20  
  11.2   3.846e-21  
  11.3   4.653e-22  
  11.4   5.140e-23  
  11.5   5.172e-24  
  11.6   4.727e-25  
  11.7   3.917e-26  
  11.8   2.938e-27  
  11.9   1.992e-28  
  12.0   1.219e-29  
  12.1   6.726e-31  
  12.2   3.344e-32  
  12.3   1.496e-33  
  12.4   6.024e-35  
  12.5   2.181e-36  
  12.6   7.093e-38  
  12.7   2.073e-39  
  12.8   5.439e-41  
  12.9   1.281e-42  
  13.0   2.708e-44  
