# z=6.0: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.679e-01  
   6.1   2.294e-01  
   6.2   1.962e-01  
   6.3   1.676e-01  
   6.4   1.429e-01  
   6.5   1.217e-01  
   6.6   1.034e-01  
   6.7   8.779e-02  
   6.8   7.440e-02  
   6.9   6.294e-02  
   7.0   5.315e-02  
   7.1   4.481e-02  
   7.2   3.771e-02  
   7.3   3.167e-02  
   7.4   2.655e-02  
   7.5   2.222e-02  
   7.6   1.856e-02  
   7.7   1.547e-02  
   7.8   1.287e-02  
   7.9   1.069e-02  
   8.0   8.862e-03  
   8.1   7.335e-03  
   8.2   6.061e-03  
   8.3   5.001e-03  
   8.4   4.121e-03  
   8.5   3.392e-03  
   8.6   2.789e-03  
   8.7   2.291e-03  
   8.8   1.880e-03  
   8.9   1.543e-03  
   9.0   1.265e-03  
   9.1   1.037e-03  
   9.2   8.505e-04  
   9.3   6.973e-04  
   9.4   5.717e-04  
   9.5   4.687e-04  
   9.6   3.843e-04  
   9.7   3.150e-04  
   9.8   2.581e-04  
   9.9   2.113e-04  
  10.0   1.728e-04  
  10.1   1.410e-04  
  10.2   1.147e-04  
  10.3   9.285e-05  
  10.4   7.474e-05  
  10.5   5.968e-05  
  10.6   4.715e-05  
  10.7   3.676e-05  
  10.8   2.818e-05  
  10.9   2.117e-05  
  11.0   1.552e-05  
  11.1   1.106e-05  
  11.2   7.636e-06  
  11.3   5.081e-06  
  11.4   3.247e-06  
  11.5   1.985e-06  
  11.6   1.158e-06  
  11.7   6.416e-07  
  11.8   3.373e-07  
  11.9   1.678e-07  
  12.0   7.890e-08  
  12.1   3.502e-08  
  12.2   1.468e-08  
  12.3   5.806e-09  
  12.4   2.170e-09  
  12.5   7.668e-10  
  12.6   2.565e-10  
  12.7   8.124e-11  
  12.8   2.438e-11  
  12.9   6.933e-12  
  13.0   1.866e-12  
