# z=16.5: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   8.010e-03  
   6.1   6.155e-03  
   6.2   4.743e-03  
   6.3   3.671e-03  
   6.4   2.857e-03  
   6.5   2.239e-03  
   6.6   1.767e-03  
   6.7   1.405e-03  
   6.8   1.123e-03  
   6.9   9.035e-04  
   7.0   7.298e-04  
   7.1   5.914e-04  
   7.2   4.802e-04  
   7.3   3.902e-04  
   7.4   3.169e-04  
   7.5   2.570e-04  
   7.6   2.077e-04  
   7.7   1.670e-04  
   7.8   1.335e-04  
   7.9   1.057e-04  
   8.0   8.275e-05  
   8.1   6.384e-05  
   8.2   4.835e-05  
   8.3   3.582e-05  
   8.4   2.585e-05  
   8.5   1.809e-05  
   8.6   1.223e-05  
   8.7   7.964e-06  
   8.8   4.974e-06  
   8.9   2.974e-06  
   9.0   1.698e-06  
   9.1   9.244e-07  
   9.2   4.796e-07  
   9.3   2.370e-07  
   9.4   1.115e-07  
   9.5   5.002e-08  
   9.6   2.139e-08  
   9.7   8.733e-09  
   9.8   3.405e-09  
   9.9   1.269e-09  
  10.0   4.526e-10  
  10.1   1.544e-10  
  10.2   5.040e-11  
  10.3   1.574e-11  
  10.4   4.700e-12  
  10.5   1.341e-12  
  10.6   3.652e-13  
  10.7   9.476e-14  
  10.8   2.338e-14  
  10.9   5.471e-15  
  11.0   1.210e-15  
  11.1   2.522e-16  
  11.2   4.930e-17  
  11.3   9.000e-18  
  11.4   1.527e-18  
  11.5   2.399e-19  
  11.6   3.474e-20  
  11.7   4.618e-21  
  11.8   5.617e-22  
  11.9   6.233e-23  
  12.0   6.292e-24  
  12.1   5.767e-25  
  12.2   4.788e-26  
  12.3   3.596e-27  
  12.4   2.440e-28  
  12.5   1.494e-29  
  12.6   8.242e-31  
  12.7   4.096e-32  
  12.8   1.832e-33  
  12.9   7.368e-35  
  13.0   2.664e-36  
