# z=22.5: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.108e-04  
   6.1   1.751e-04  
   6.2   1.451e-04  
   6.3   1.199e-04  
   6.4   9.891e-05  
   6.5   8.133e-05  
   6.6   6.666e-05  
   6.7   5.444e-05  
   6.8   4.427e-05  
   6.9   3.583e-05  
   7.0   2.883e-05  
   7.1   2.303e-05  
   7.2   1.825e-05  
   7.3   1.430e-05  
   7.4   1.107e-05  
   7.5   8.431e-06  
   7.6   6.301e-06  
   7.7   4.605e-06  
   7.8   3.277e-06  
   7.9   2.263e-06  
   8.0   1.511e-06  
   8.1   9.713e-07  
   8.2   5.996e-07  
   8.3   3.544e-07  
   8.4   2.002e-07  
   8.5   1.078e-07  
   8.6   5.532e-08  
   8.7   2.702e-08  
   8.8   1.256e-08  
   8.9   5.559e-09  
   9.0   2.342e-09  
   9.1   9.405e-10  
   9.2   3.601e-10  
   9.3   1.316e-10  
   9.4   4.592e-11  
   9.5   1.531e-11  
   9.6   4.874e-12  
   9.7   1.481e-12  
   9.8   4.286e-13  
   9.9   1.178e-13  
  10.0   3.066e-14  
  10.1   7.516e-15  
  10.2   1.728e-15  
  10.3   3.705e-16  
  10.4   7.371e-17  
  10.5   1.355e-17  
  10.6   2.288e-18  
  10.7   3.541e-19  
  10.8   5.002e-20  
  10.9   6.430e-21  
  11.0   7.505e-22  
  11.1   7.938e-23  
  11.2   7.594e-24  
  11.3   6.562e-25  
  11.4   5.116e-26  
  11.5   3.595e-27  
  11.6   2.274e-28  
  11.7   1.295e-29  
  11.8   6.630e-31  
  11.9   3.051e-32  
  12.0   1.261e-33  
  12.1   4.683e-35  
  12.2   1.561e-36  
  12.3   4.670e-38  
  12.4   1.253e-39  
  12.5   3.018e-41  
  12.6   6.518e-43  
  12.7   1.262e-44  
  12.8   2.192e-46  
  12.9   3.411e-48  
  13.0   4.759e-50  
