# z=25.0: redshift
# eps=0.7: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.787e-05  
   6.1   2.268e-05  
   6.2   1.838e-05  
   6.3   1.483e-05  
   6.4   1.191e-05  
   6.5   9.497e-06  
   6.6   7.519e-06  
   6.7   5.899e-06  
   6.8   4.577e-06  
   6.9   3.503e-06  
   7.0   2.637e-06  
   7.1   1.946e-06  
   7.2   1.403e-06  
   7.3   9.848e-07  
   7.4   6.700e-07  
   7.5   4.403e-07  
   7.6   2.785e-07  
   7.7   1.691e-07  
   7.8   9.825e-08  
   7.9   5.452e-08  
   8.0   2.884e-08  
   8.1   1.453e-08  
   8.2   6.971e-09  
   8.3   3.181e-09  
   8.4   1.382e-09  
   8.5   5.714e-10  
   8.6   2.251e-10  
   8.7   8.456e-11  
   8.8   3.029e-11  
   8.9   1.034e-11  
   9.0   3.364e-12  
   9.1   1.040e-12  
   9.2   3.050e-13  
   9.3   8.444e-14  
   9.4   2.197e-14  
   9.5   5.346e-15  
   9.6   1.210e-15  
   9.7   2.534e-16  
   9.8   4.890e-17  
   9.9   8.657e-18  
  10.0   1.401e-18  
  10.1   2.065e-19  
  10.2   2.766e-20  
  10.3   3.360e-21  
  10.4   3.694e-22  
  10.5   3.670e-23  
  10.6   3.291e-24  
  10.7   2.661e-25  
  10.8   1.937e-26  
  10.9   1.270e-27  
  11.0   7.484e-29  
  11.1   3.966e-30  
  11.2   1.888e-31  
  11.3   8.074e-33  
  11.4   3.100e-34  
  11.5   1.068e-35  
  11.6   3.303e-37  
  11.7   9.162e-39  
  11.8   2.280e-40  
  11.9   5.086e-42  
  12.0   1.018e-43  
  12.1   1.825e-45  
  12.2   2.934e-47  
  12.3   4.227e-49  
  12.4   5.459e-51  
  12.5   6.316e-53  
  12.6   6.549e-55  
  12.7   6.083e-57  
  12.8   5.062e-59  
  12.9   3.774e-61  
  13.0   2.520e-63  
