# z=8.5: redshift
# eps=0.2: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   1.629e-01  
   6.1   1.349e-01  
   6.2   1.115e-01  
   6.3   9.198e-02  
   6.4   7.570e-02  
   6.5   6.216e-02  
   6.6   5.094e-02  
   6.7   4.165e-02  
   6.8   3.398e-02  
   6.9   2.767e-02  
   7.0   2.249e-02  
   7.1   1.824e-02  
   7.2   1.477e-02  
   7.3   1.195e-02  
   7.4   9.649e-03  
   7.5   7.784e-03  
   7.6   6.274e-03  
   7.7   5.054e-03  
   7.8   4.069e-03  
   7.9   3.276e-03  
   8.0   2.638e-03  
   8.1   2.124e-03  
   8.2   1.712e-03  
   8.3   1.380e-03  
   8.4   1.113e-03  
   8.5   8.976e-04  
   8.6   7.242e-04  
   8.7   5.842e-04  
   8.8   4.708e-04  
   8.9   3.789e-04  
   9.0   3.040e-04  
   9.1   2.429e-04  
   9.2   1.930e-04  
   9.3   1.520e-04  
   9.4   1.185e-04  
   9.5   9.109e-05  
   9.6   6.884e-05  
   9.7   5.096e-05  
   9.8   3.682e-05  
   9.9   2.587e-05  
  10.0   1.760e-05  
  10.1   1.156e-05  
  10.2   7.298e-06  
  10.3   4.419e-06  
  10.4   2.558e-06  
  10.5   1.413e-06  
  10.6   7.435e-07  
  10.7   3.722e-07  
  10.8   1.772e-07  
  10.9   8.023e-08  
  11.0   3.456e-08  
  11.1   1.417e-08  
  11.2   5.530e-09  
  11.3   2.055e-09  
  11.4   7.270e-10  
  11.5   2.445e-10  
  11.6   7.810e-11  
  11.7   2.365e-11  
  11.8   6.773e-12  
  11.9   1.832e-12  
  12.0   4.672e-13  
  12.1   1.122e-13  
  12.2   2.532e-14  
  12.3   5.369e-15  
  12.4   1.068e-15  
  12.5   1.993e-16  
  12.6   3.480e-17  
  12.7   5.686e-18  
  12.8   8.675e-19  
  12.9   1.234e-19  
  13.0   1.632e-20  
