# z=19.5: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   2.088e-04  
   6.1   1.704e-04  
   6.2   1.388e-04  
   6.3   1.127e-04  
   6.4   9.113e-05  
   6.5   7.330e-05  
   6.6   5.854e-05  
   6.7   4.633e-05  
   6.8   3.625e-05  
   6.9   2.796e-05  
   7.0   2.119e-05  
   7.1   1.572e-05  
   7.2   1.138e-05  
   7.3   7.997e-06  
   7.4   5.439e-06  
   7.5   3.566e-06  
   7.6   2.247e-06  
   7.7   1.356e-06  
   7.8   7.829e-07  
   7.9   4.312e-07  
   8.0   2.264e-07  
   8.1   1.132e-07  
   8.2   5.390e-08  
   8.3   2.444e-08  
   8.4   1.056e-08  
   8.5   4.348e-09  
   8.6   1.708e-09  
   8.7   6.407e-10  
   8.8   2.296e-10  
   8.9   7.867e-11  
   9.0   2.578e-11  
   9.1   8.076e-12  
   9.2   2.418e-12  
   9.3   6.914e-13  
   9.4   1.884e-13  
   9.5   4.880e-14  
   9.6   1.198e-14  
   9.7   2.775e-15  
   9.8   6.039e-16  
   9.9   1.229e-16  
  10.0   2.326e-17  
  10.1   4.078e-18  
  10.2   6.588e-19  
  10.3   9.772e-20  
  10.4   1.326e-20  
  10.5   1.640e-21  
  10.6   1.846e-22  
  10.7   1.884e-23  
  10.8   1.742e-24  
  10.9   1.457e-25  
  11.0   1.100e-26  
  11.1   7.491e-28  
  11.2   4.597e-29  
  11.3   2.540e-30  
  11.4   1.263e-31  
  11.5   5.645e-33  
  11.6   2.268e-34  
  11.7   8.185e-36  
  11.8   2.653e-37  
  11.9   7.719e-39  
  12.0   2.016e-40  
  12.1   4.723e-42  
  12.2   9.926e-44  
  12.3   1.871e-45  
  12.4   3.162e-47  
  12.5   4.792e-49  
  12.6   6.510e-51  
  12.7   7.927e-53  
  12.8   8.651e-55  
  12.9   8.461e-57  
  13.0   7.415e-59  
