# z=20.0: redshift
# eps=0.9: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   8.801e-04  
   6.1   7.356e-04  
   6.2   6.140e-04  
   6.3   5.119e-04  
   6.4   4.261e-04  
   6.5   3.541e-04  
   6.6   2.937e-04  
   6.7   2.431e-04  
   6.8   2.007e-04  
   6.9   1.653e-04  
   7.0   1.357e-04  
   7.1   1.110e-04  
   7.2   9.034e-05  
   7.3   7.317e-05  
   7.4   5.887e-05  
   7.5   4.699e-05  
   7.6   3.714e-05  
   7.7   2.899e-05  
   7.8   2.229e-05  
   7.9   1.682e-05  
   8.0   1.242e-05  
   8.1   8.931e-06  
   8.2   6.234e-06  
   8.3   4.208e-06  
   8.4   2.736e-06  
   8.5   1.708e-06  
   8.6   1.022e-06  
   8.7   5.840e-07  
   8.8   3.184e-07  
   8.9   1.654e-07  
   9.0   8.185e-08  
   9.1   3.856e-08  
   9.2   1.730e-08  
   9.3   7.392e-09  
   9.4   3.011e-09  
   9.5   1.170e-09  
   9.6   4.343e-10  
   9.7   1.540e-10  
   9.8   5.220e-11  
   9.9   1.692e-11  
  10.0   5.241e-12  
  10.1   1.551e-12  
  10.2   4.379e-13  
  10.3   1.177e-13  
  10.4   3.001e-14  
  10.5   7.237e-15  
  10.6   1.642e-15  
  10.7   3.491e-16  
  10.8   6.916e-17  
  10.9   1.271e-17  
  11.0   2.155e-18  
  11.1   3.361e-19  
  11.2   4.798e-20  
  11.3   6.253e-21  
  11.4   7.418e-22  
  11.5   7.989e-23  
  11.6   7.798e-24  
  11.7   6.885e-25  
  11.8   5.491e-26  
  11.9   3.952e-27  
  12.0   2.563e-28  
  12.1   1.497e-29  
  12.2   7.871e-31  
  12.3   3.721e-32  
  12.4   1.581e-33  
  12.5   6.037e-35  
  12.6   2.070e-36  
  12.7   6.373e-38  
  12.8   1.761e-39  
  12.9   4.366e-41  
  13.0   9.710e-43  
