# z=10.0: redshift
# eps=1.0: maximum star formation efficiency for FFB
# -----
# lgMs [Msun], Phi=dN/dlgMs [cMpc^-3 dex^-1]
# 
  lgMs         Phi  
   6.0   9.861e-02  
   6.1   8.213e-02  
   6.2   6.842e-02  
   6.3   5.701e-02  
   6.4   4.752e-02  
   6.5   3.964e-02  
   6.6   3.308e-02  
   6.7   2.763e-02  
   6.8   2.309e-02  
   6.9   1.931e-02  
   7.0   1.617e-02  
   7.1   1.355e-02  
   7.2   1.136e-02  
   7.3   9.535e-03  
   7.4   8.009e-03  
   7.5   6.732e-03  
   7.6   5.663e-03  
   7.7   4.765e-03  
   7.8   4.012e-03  
   7.9   3.380e-03  
   8.0   2.847e-03  
   8.1   2.399e-03  
   8.2   2.022e-03  
   8.3   1.703e-03  
   8.4   1.434e-03  
   8.5   1.208e-03  
   8.6   1.016e-03  
   8.7   8.537e-04  
   8.8   7.165e-04  
   8.9   6.004e-04  
   9.0   5.021e-04  
   9.1   4.187e-04  
   9.2   3.480e-04  
   9.3   2.879e-04  
   9.4   2.368e-04  
   9.5   1.934e-04  
   9.6   1.565e-04  
   9.7   1.251e-04  
   9.8   9.870e-05  
   9.9   7.652e-05  
  10.0   5.813e-05  
  10.1   4.311e-05  
  10.2   3.109e-05  
  10.3   2.172e-05  
  10.4   1.464e-05  
  10.5   9.482e-06  
  10.6   5.876e-06  
  10.7   3.472e-06  
  10.8   1.949e-06  
  10.9   1.037e-06  
  11.0   5.207e-07  
  11.1   2.465e-07  
  11.2   1.098e-07  
  11.3   4.602e-08  
  11.4   1.812e-08  
  11.5   6.712e-09  
  11.6   2.341e-09  
  11.7   7.707e-10  
  11.8   2.401e-10  
  11.9   7.098e-11  
  12.0   1.998e-11  
  12.1   5.366e-12  
  12.2   1.378e-12  
  12.3   3.383e-13  
  12.4   7.937e-14  
  12.5   1.777e-14  
  12.6   3.785e-15  
  12.7   7.654e-16  
  12.8   1.464e-16  
  12.9   2.642e-17  
  13.0   4.482e-18  
