# eps=0.4: maximum star formation efficiency for FFB
# -----
# z, rho_star[<MUV] [Msun cMpc^-3]
# 
       z   rho(<-12.0)   rho(<-12.5)   rho(<-13.0)   rho(<-13.5)   rho(<-14.0)   rho(<-14.5)   rho(<-15.0)   rho(<-15.5)   rho(<-16.0)   rho(<-16.5)   rho(<-17.0)   rho(<-17.5)   rho(<-18.0)   rho(<-18.5)   rho(<-19.0)   rho(<-19.5)   rho(<-20.0)   rho(<-20.5)   rho(<-21.0)   rho(<-21.5)   rho(<-22.0)  
  11.000     4.721e+05     4.617e+05     4.506e+05     4.386e+05     4.257e+05     4.120e+05     3.973e+05     3.815e+05     3.645e+05     3.462e+05     3.264e+05     3.047e+05     2.811e+05     2.553e+05     2.270e+05     1.964e+05     1.637e+05     1.296e+05     9.560e+04     6.417e+04     3.806e+04  
  11.500     3.619e+05     3.536e+05     3.445e+05     3.348e+05     3.244e+05     3.133e+05     3.015e+05     2.887e+05     2.749e+05     2.600e+05     2.438e+05     2.261e+05     2.068e+05     1.857e+05     1.628e+05     1.381e+05     1.121e+05     8.559e+04     6.013e+04     3.782e+04     2.062e+04  
  12.000     2.776e+05     2.707e+05     2.633e+05     2.554e+05     2.470e+05     2.380e+05     2.283e+05     2.179e+05     2.067e+05     1.945e+05     1.813e+05     1.668e+05     1.511e+05     1.340e+05     1.155e+05     9.577e+04     7.537e+04     5.518e+04     3.662e+04     2.136e+04     1.058e+04  
  12.500     2.129e+05     2.072e+05     2.012e+05     1.947e+05     1.878e+05     1.804e+05     1.725e+05     1.639e+05     1.548e+05     1.448e+05     1.340e+05     1.222e+05     1.094e+05     9.560e+04     8.082e+04     6.530e+04     4.957e+04     3.454e+04     2.145e+04     1.146e+04     5.091e+03  
  13.000     1.633e+05     1.586e+05     1.536e+05     1.482e+05     1.425e+05     1.364e+05     1.298e+05     1.228e+05     1.153e+05     1.071e+05     9.827e+04     8.872e+04     7.841e+04     6.735e+04     5.566e+04     4.361e+04     3.172e+04     2.084e+04     1.196e+04     5.782e+03     2.282e+03  
  13.500     1.252e+05     1.213e+05     1.170e+05     1.125e+05     1.077e+05     1.026e+05     9.722e+04     9.142e+04     8.521e+04     7.854e+04     7.137e+04     6.367e+04     5.543e+04     4.668e+04     3.756e+04     2.835e+04     1.958e+04     1.199e+04     6.285e+03     2.729e+03     9.572e+02  
  14.000     9.594e+04     9.253e+04     8.890e+04     8.507e+04     8.103e+04     7.676e+04     7.224e+04     6.744e+04     6.235e+04     5.693e+04     5.116e+04     4.501e+04     3.850e+04     3.167e+04     2.467e+04     1.781e+04     1.157e+04     6.540e+03     3.115e+03     1.216e+03     3.829e+02  
  14.500     7.334e+04     7.036e+04     6.721e+04     6.391e+04     6.046e+04     5.686e+04     5.309e+04     4.914e+04     4.500e+04     4.065e+04     3.606e+04     3.124e+04     2.618e+04     2.094e+04     1.570e+04     1.076e+04     6.530e+03     3.400e+03     1.475e+03     5.221e+02     1.497e+02  
  15.000     5.585e+04     5.319e+04     5.042e+04     4.755e+04     4.458e+04     4.154e+04     3.842e+04     3.522e+04     3.192e+04     2.850e+04     2.494e+04     2.123e+04     1.738e+04     1.348e+04     9.691e+03     6.280e+03     3.556e+03     1.708e+03     6.788e+02     2.201e+02     5.803e+01  
  15.500     4.223e+04     3.983e+04     3.735e+04     3.484e+04     3.231e+04     2.979e+04     2.728e+04     2.477e+04     2.222e+04     1.962e+04     1.693e+04     1.416e+04     1.131e+04     8.488e+03     5.837e+03     3.573e+03     1.889e+03     8.394e+02     3.074e+02     9.188e+01     2.239e+01  
  16.000     3.154e+04     2.933e+04     2.713e+04     2.497e+04     2.289e+04     2.090e+04     1.898e+04     1.711e+04     1.523e+04     1.332e+04     1.135e+04     9.315e+03     7.259e+03     5.260e+03     3.455e+03     1.996e+03     9.859e+02     4.063e+02     1.376e+02     3.800e+01     8.574e+00  
  16.500     2.303e+04     2.104e+04     1.915e+04     1.741e+04     1.583e+04     1.438e+04     1.302e+04     1.169e+04     1.036e+04     8.979e+03     7.549e+03     6.080e+03     4.612e+03     3.221e+03     2.017e+03     1.099e+03     5.067e+02     1.939e+02     6.076e+01     1.554e+01     3.246e+00  
  17.000     1.623e+04     1.455e+04     1.309e+04     1.184e+04     1.077e+04     9.813e+03     8.897e+03     7.978e+03     7.028e+03     6.035e+03     5.001e+03     3.944e+03     2.905e+03     1.951e+03     1.162e+03     5.955e+02     2.564e+02     9.106e+01     2.643e+01     6.260e+00     1.212e+00  
  17.500     1.093e+04     9.720e+03     8.764e+03     7.998e+03     7.338e+03     6.719e+03     6.098e+03     5.451e+03     4.768e+03     4.048e+03     3.299e+03     2.542e+03     1.814e+03     1.168e+03     6.595e+02     3.175e+02     1.274e+02     4.201e+01     1.130e+01     2.479e+00     4.448e-01  
  18.000     7.129e+03     6.422e+03     5.893e+03     5.455e+03     5.045e+03     4.630e+03     4.193e+03     3.727e+03     3.231e+03     2.707e+03     2.165e+03     1.626e+03     1.120e+03     6.894e+02     3.682e+02     1.662e+02     6.211e+01     1.900e+01     4.738e+00     9.637e-01     1.603e-01  
  18.500     4.670e+03     4.321e+03     4.037e+03     3.770e+03     3.495e+03     3.201e+03     2.886e+03     2.545e+03     2.182e+03     1.801e+03     1.411e+03     1.029e+03     6.829e+02     4.004e+02     2.017e+02     8.519e+01     2.964e+01     8.416e+00     1.946e+00     3.672e-01     5.667e-02  
  19.000     3.156e+03     2.977e+03     2.804e+03     2.622e+03     2.427e+03     2.214e+03     1.982e+03     1.733e+03     1.467e+03     1.190e+03     9.110e+02     6.441e+02     4.100e+02     2.284e+02     1.083e+02     4.274e+01     1.383e+01     3.646e+00     7.826e-01     1.371e-01     1.964e-02  
  19.500     2.187e+03     2.076e+03     1.956e+03     1.826e+03     1.684e+03     1.527e+03     1.357e+03     1.174e+03     9.802e+02     7.801e+02     5.818e+02     3.974e+02     2.421e+02     1.277e+02     5.689e+01     2.096e+01     6.307e+00     1.544e+00     3.079e-01     5.011e-02     6.663e-03  
  20.000     1.529e+03     1.451e+03     1.365e+03     1.270e+03     1.165e+03     1.049e+03     9.242e+02     7.902e+02     6.494e+02     5.060e+02     3.668e+02     2.414e+02     1.402e+02     6.993e+01     2.920e+01     1.003e+01     2.808e+00     6.390e-01     1.184e-01     1.792e-02     2.209e-03  
  20.500     1.070e+03     1.013e+03     9.498e+02     8.795e+02     8.019e+02     7.170e+02     6.252e+02     5.276e+02     4.261e+02     3.243e+02     2.278e+02     1.440e+02     7.960e+01     3.742e+01     1.463e+01     4.685e+00     1.220e+00     2.581e-01     4.449e-02     6.257e-03     7.141e-04  
  21.000     7.466e+02     7.047e+02     6.579e+02     6.060e+02     5.488e+02     4.865e+02     4.195e+02     3.489e+02     2.764e+02     2.050e+02     1.393e+02     8.430e+01     4.420e+01     1.955e+01     7.146e+00     2.132e+00     5.164e-01     1.017e-01     1.632e-02     2.134e-03     2.254e-04  
  21.500     5.185e+02     4.875e+02     4.530e+02     4.147e+02     3.728e+02     3.274e+02     2.789e+02     2.282e+02     1.770e+02     1.277e+02     8.358e+01     4.831e+01     2.396e+01     9.952e+00     3.397e+00     9.437e-01     2.128e-01     3.900e-02     5.824e-03     7.061e-04     6.842e-05  
  22.000     3.579e+02     3.351e+02     3.097e+02     2.816e+02     2.511e+02     2.182e+02     1.834e+02     1.475e+02     1.117e+02     7.813e+01     4.916e+01     2.705e+01     1.266e+01     4.928e+00     1.569e+00     4.059e-01     8.518e-02     1.454e-02     2.017e-03     2.256e-04     1.985e-05  
  22.500     2.453e+02     2.285e+02     2.099e+02     1.895e+02     1.675e+02     1.439e+02     1.191e+02     9.397e+01     6.939e+01     4.692e+01     2.828e+01     1.477e+01     6.508e+00     2.369e+00     7.030e-01     1.692e-01     3.306e-02     5.254e-03     6.774e-04     6.987e-05     5.590e-06  
  23.000     1.667e+02     1.544e+02     1.410e+02     1.263e+02     1.105e+02     9.371e+01     7.636e+01     5.894e+01     4.231e+01     2.758e+01     1.587e+01     7.842e+00     3.243e+00     1.102e+00     3.045e-01     6.820e-02     1.240e-02     1.830e-03     2.176e-04     2.036e-05     1.441e-06  
  23.500     1.121e+02     1.033e+02     9.363e+01     8.315e+01     7.195e+01     6.020e+01     4.818e+01     3.632e+01     2.527e+01     1.582e+01     8.661e+00     4.034e+00     1.562e+00     4.946e-01     1.271e-01     2.647e-02     4.475e-03     6.131e-04     6.715e-05     5.704e-06     3.593e-07  
  24.000     7.463e+01     6.831e+01     6.144e+01     5.405e+01     4.621e+01     3.808e+01     2.986e+01     2.192e+01     1.473e+01     8.824e+00     4.579e+00     2.004e+00     7.242e-01     2.133e-01     5.090e-02     9.842e-03     1.542e-03     1.944e-04     1.925e-05     1.440e-06     7.742e-08  
  24.500     4.905e+01     4.459e+01     3.976e+01     3.461e+01     2.920e+01     2.365e+01     1.814e+01     1.292e+01     8.356e+00     4.768e+00     2.334e+00     9.560e-01     3.215e-01     8.787e-02     1.945e-02     3.488e-03     5.057e-04     5.848e-05     5.229e-06     3.456e-07     1.607e-08  
  25.000     3.177e+01     2.866e+01     2.532e+01     2.178e+01     1.811e+01     1.438e+01     1.075e+01     7.407e+00     4.587e+00     2.481e+00     1.140e+00     4.353e-01     1.358e-01     3.434e-02     7.029e-03     1.163e-03     1.543e-04     1.601e-05     1.248e-06     6.957e-08     2.651e-09  
