# z=6.5: redshift
# eps=0.4: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   9.294e-05   1.467e-05  
   6.1   1.053e-04   1.698e-05  
   6.2   1.192e-04   1.965e-05  
   6.3   1.350e-04   2.274e-05  
   6.4   1.529e-04   2.632e-05  
   6.5   1.731e-04   3.046e-05  
   6.6   1.961e-04   3.525e-05  
   6.7   2.220e-04   4.080e-05  
   6.8   2.514e-04   4.722e-05  
   6.9   2.848e-04   5.465e-05  
   7.0   3.225e-04   6.325e-05  
   7.1   3.652e-04   7.321e-05  
   7.2   4.136e-04   8.473e-05  
   7.3   4.684e-04   9.808e-05  
   7.4   5.304e-04   1.135e-04  
   7.5   6.007e-04   1.314e-04  
   7.6   6.803e-04   1.521e-04  
   7.7   7.704e-04   1.761e-04  
   7.8   8.724e-04   2.039e-04  
   7.9   9.880e-04   2.361e-04  
   8.0   1.119e-03   2.733e-04  
   8.1   1.267e-03   3.166e-04  
   8.2   1.435e-03   3.667e-04  
   8.3   1.625e-03   4.248e-04  
   8.4   1.840e-03   4.922e-04  
   8.5   2.084e-03   5.704e-04  
   8.6   2.360e-03   6.613e-04  
   8.7   2.673e-03   7.670e-04  
   8.8   3.027e-03   8.898e-04  
   8.9   3.428e-03   1.033e-03  
   9.0   3.882e-03   1.200e-03  
   9.1   4.396e-03   1.394e-03  
   9.2   4.979e-03   1.622e-03  
   9.3   5.638e-03   1.888e-03  
   9.4   6.386e-03   2.201e-03  
   9.5   7.232e-03   2.569e-03  
   9.6   8.190e-03   3.003e-03  
   9.7   9.275e-03   3.518e-03  
   9.8   1.051e-02   4.131e-03  
   9.9   1.190e-02   4.867e-03  
  10.0   1.348e-02   5.755e-03  
  10.1   1.527e-02   6.838e-03  
  10.2   1.731e-02   8.171e-03  
  10.3   1.964e-02   9.837e-03  
  10.4   2.230e-02   1.195e-02  
  10.5   2.538e-02   1.467e-02  
  10.6   2.897e-02   1.826e-02  
  10.7   3.325e-02   2.307e-02  
  10.8   3.850e-02   2.965e-02  
  10.9   4.521e-02   3.880e-02  
  11.0   5.421e-02   5.165e-02  
  11.1   6.695e-02   6.971e-02  
  11.2   8.569e-02   9.470e-02  
  11.3   1.136e-01   1.280e-01  
  11.4   1.534e-01   1.692e-01  
  11.5   2.047e-01   2.152e-01  
  11.6   2.610e-01   2.594e-01  
  11.7   3.113e-01   2.953e-01  
  11.8   3.484e-01   3.204e-01  
  11.9   3.716e-01   3.360e-01  
  12.0   3.847e-01   3.465e-01  
  12.1   3.917e-01   3.565e-01  
  12.2   3.954e-01   3.692e-01  
  12.3   3.974e-01   3.853e-01  
  12.4   3.986e-01   4.022e-01  
  12.5   3.992e-01   4.165e-01  
  12.6   3.996e-01   4.262e-01  
  12.7   3.998e-01   4.313e-01  
  12.8   3.999e-01   4.327e-01  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
