# z=14.5: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   3.577e-06   1.315e-05  
   6.1   4.806e-06   1.640e-05  
   6.2   6.458e-06   2.044e-05  
   6.3   8.677e-06   2.549e-05  
   6.4   1.166e-05   3.179e-05  
   6.5   1.566e-05   3.966e-05  
   6.6   2.105e-05   4.947e-05  
   6.7   2.828e-05   6.174e-05  
   6.8   3.800e-05   7.706e-05  
   6.9   5.105e-05   9.624e-05  
   7.0   6.860e-05   1.203e-04  
   7.1   9.219e-05   1.504e-04  
   7.2   1.239e-04   1.883e-04  
   7.3   1.665e-04   2.360e-04  
   7.4   2.238e-04   2.964e-04  
   7.5   3.009e-04   3.731e-04  
   7.6   4.046e-04   4.710e-04  
   7.7   5.443e-04   5.969e-04  
   7.8   7.327e-04   7.600e-04  
   7.9   9.870e-04   9.738e-04  
   8.0   1.331e-03   1.257e-03  
   8.1   1.798e-03   1.639e-03  
   8.2   2.435e-03   2.161e-03  
   8.3   3.309e-03   2.889e-03  
   8.4   4.519e-03   3.925e-03  
   8.5   6.211e-03   5.431e-03  
   8.6   8.617e-03   7.669e-03  
   8.7   1.210e-02   1.107e-02  
   8.8   1.727e-02   1.632e-02  
   8.9   2.511e-02   2.458e-02  
   9.0   3.727e-02   3.770e-02  
   9.1   5.630e-02   5.862e-02  
   9.2   8.536e-02   9.167e-02  
   9.3   1.265e-01   1.425e-01  
   9.4   1.818e-01   2.162e-01  
   9.5   2.636e-01   3.134e-01  
   9.6   3.787e-01   4.252e-01  
   9.7   5.057e-01   5.345e-01  
   9.8   6.152e-01   6.251e-01  
   9.9   6.930e-01   6.903e-01  
  10.0   7.412e-01   7.329e-01  
  10.1   7.687e-01   7.589e-01  
  10.2   7.836e-01   7.743e-01  
  10.3   7.915e-01   7.832e-01  
  10.4   7.956e-01   7.884e-01  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
