# z=13.0: redshift
# eps=0.1: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   6.258e-06   1.222e-05  
   6.1   7.934e-06   1.486e-05  
   6.2   1.006e-05   1.808e-05  
   6.3   1.276e-05   2.200e-05  
   6.4   1.617e-05   2.676e-05  
   6.5   2.051e-05   3.256e-05  
   6.6   2.600e-05   3.961e-05  
   6.7   3.296e-05   4.819e-05  
   6.8   4.180e-05   5.863e-05  
   6.9   5.299e-05   7.134e-05  
   7.0   6.719e-05   8.680e-05  
   7.1   8.519e-05   1.056e-04  
   7.2   1.080e-04   1.285e-04  
   7.3   1.370e-04   1.564e-04  
   7.4   1.737e-04   1.904e-04  
   7.5   2.202e-04   2.318e-04  
   7.6   2.792e-04   2.823e-04  
   7.7   3.540e-04   3.440e-04  
   7.8   4.489e-04   4.192e-04  
   7.9   5.692e-04   5.112e-04  
   8.0   7.218e-04   6.238e-04  
   8.1   9.154e-04   7.620e-04  
   8.2   1.161e-03   9.319e-04  
   8.3   1.473e-03   1.142e-03  
   8.4   1.869e-03   1.401e-03  
   8.5   2.373e-03   1.725e-03  
   8.6   3.015e-03   2.130e-03  
   8.7   3.834e-03   2.643e-03  
   8.8   4.883e-03   3.299e-03  
   8.9   6.234e-03   4.147e-03  
   9.0   7.984e-03   5.261e-03  
   9.1   1.027e-02   6.748e-03  
   9.2   1.330e-02   8.765e-03  
   9.3   1.736e-02   1.154e-02  
   9.4   2.287e-02   1.540e-02  
   9.5   3.036e-02   2.074e-02  
   9.6   4.036e-02   2.802e-02  
   9.7   5.285e-02   3.757e-02  
   9.8   6.638e-02   4.938e-02  
   9.9   7.752e-02   6.299e-02  
  10.0   8.357e-02   7.724e-02  
  10.1   8.685e-02   8.991e-02  
  10.2   9.062e-02   9.888e-02  
  10.3   9.427e-02   1.040e-01  
  10.4   9.680e-02   1.064e-01  
  10.5   9.830e-02   1.072e-01  
  10.6   9.911e-02   1.071e-01  
  10.7   9.954e-02   1.066e-01  
  10.8   9.976e-02   1.059e-01  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
