# z=14.5: redshift
# eps=0.3: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   3.577e-06   1.315e-05  
   6.1   4.806e-06   1.639e-05  
   6.2   6.458e-06   2.043e-05  
   6.3   8.677e-06   2.548e-05  
   6.4   1.166e-05   3.176e-05  
   6.5   1.566e-05   3.961e-05  
   6.6   2.105e-05   4.939e-05  
   6.7   2.828e-05   6.159e-05  
   6.8   3.799e-05   7.681e-05  
   6.9   5.105e-05   9.582e-05  
   7.0   6.859e-05   1.196e-04  
   7.1   9.216e-05   1.492e-04  
   7.2   1.238e-04   1.863e-04  
   7.3   1.664e-04   2.327e-04  
   7.4   2.236e-04   2.908e-04  
   7.5   3.005e-04   3.638e-04  
   7.6   4.039e-04   4.556e-04  
   7.7   5.429e-04   5.713e-04  
   7.8   7.300e-04   7.177e-04  
   7.9   9.818e-04   9.036e-04  
   8.0   1.321e-03   1.141e-03  
   8.1   1.779e-03   1.446e-03  
   8.2   2.397e-03   1.841e-03  
   8.3   3.234e-03   2.358e-03  
   8.4   4.372e-03   3.042e-03  
   8.5   5.925e-03   3.962e-03  
   8.6   8.060e-03   5.217e-03  
   8.7   1.102e-02   6.966e-03  
   8.8   1.516e-02   9.457e-03  
   8.9   2.102e-02   1.309e-02  
   9.0   2.938e-02   1.851e-02  
   9.1   4.115e-02   2.674e-02  
   9.2   5.669e-02   3.936e-02  
   9.3   7.357e-02   5.846e-02  
   9.4   8.807e-02   8.609e-02  
   9.5   1.085e-01   1.225e-01  
   9.6   1.453e-01   1.643e-01  
   9.7   1.906e-01   2.050e-01  
   9.8   2.309e-01   2.386e-01  
   9.9   2.599e-01   2.626e-01  
  10.0   2.780e-01   2.781e-01  
  10.1   2.883e-01   2.874e-01  
  10.2   2.939e-01   2.928e-01  
  10.3   2.968e-01   2.958e-01  
  10.4   2.984e-01   2.974e-01  
  10.5         nan         nan  
  10.6         nan         nan  
  10.7         nan         nan  
  10.8         nan         nan  
  10.9         nan         nan  
  11.0         nan         nan  
  11.1         nan         nan  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
