# z=7.0: redshift
# eps=0.5: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.151e-04   1.694e-05  
   6.1   1.300e-04   1.959e-05  
   6.2   1.469e-04   2.265e-05  
   6.3   1.659e-04   2.619e-05  
   6.4   1.873e-04   3.028e-05  
   6.5   2.116e-04   3.502e-05  
   6.6   2.390e-04   4.050e-05  
   6.7   2.699e-04   4.683e-05  
   6.8   3.048e-04   5.415e-05  
   6.9   3.443e-04   6.262e-05  
   7.0   3.889e-04   7.242e-05  
   7.1   4.392e-04   8.375e-05  
   7.2   4.960e-04   9.685e-05  
   7.3   5.602e-04   1.120e-04  
   7.4   6.327e-04   1.296e-04  
   7.5   7.146e-04   1.498e-04  
   7.6   8.071e-04   1.733e-04  
   7.7   9.116e-04   2.005e-04  
   7.8   1.030e-03   2.320e-04  
   7.9   1.163e-03   2.684e-04  
   8.0   1.313e-03   3.106e-04  
   8.1   1.483e-03   3.596e-04  
   8.2   1.675e-03   4.163e-04  
   8.3   1.892e-03   4.821e-04  
   8.4   2.137e-03   5.585e-04  
   8.5   2.414e-03   6.473e-04  
   8.6   2.726e-03   7.506e-04  
   8.7   3.079e-03   8.709e-04  
   8.8   3.477e-03   1.011e-03  
   8.9   3.927e-03   1.175e-03  
   9.0   4.436e-03   1.367e-03  
   9.1   5.010e-03   1.591e-03  
   9.2   5.658e-03   1.856e-03  
   9.3   6.391e-03   2.168e-03  
   9.4   7.218e-03   2.539e-03  
   9.5   8.153e-03   2.980e-03  
   9.6   9.210e-03   3.509e-03  
   9.7   1.040e-02   4.149e-03  
   9.8   1.176e-02   4.929e-03  
   9.9   1.329e-02   5.890e-03  
  10.0   1.502e-02   7.090e-03  
  10.1   1.700e-02   8.612e-03  
  10.2   1.927e-02   1.058e-02  
  10.3   2.189e-02   1.316e-02  
  10.4   2.498e-02   1.663e-02  
  10.5   2.869e-02   2.140e-02  
  10.6   3.333e-02   2.807e-02  
  10.7   3.942e-02   3.757e-02  
  10.8   4.789e-02   5.124e-02  
  10.9   6.038e-02   7.096e-02  
  11.0   7.960e-02   9.906e-02  
  11.1   1.096e-01   1.378e-01  
  11.2   1.548e-01   1.880e-01  
  11.3   2.170e-01   2.469e-01  
  11.4   2.901e-01   3.073e-01  
  11.5   3.607e-01   3.599e-01  
  11.6   4.163e-01   3.989e-01  
  11.7   4.532e-01   4.242e-01  
  11.8   4.749e-01   4.399e-01  
  11.9   4.867e-01   4.511e-01  
  12.0   4.929e-01   4.628e-01  
  12.1   4.961e-01   4.777e-01  
  12.2   4.979e-01   4.948e-01  
  12.3   4.989e-01   5.109e-01  
  12.4   4.994e-01   5.228e-01  
  12.5   4.997e-01   5.297e-01  
  12.6   4.998e-01   5.324e-01  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
