# z=12.0: redshift
# eps=0.8: maximum star formation efficiency for FFB
# -----
# lgMh [Msun], eps_sfr=SFR/(fb*dMhalo/dt), eps_s=Mstar/(fb*Mhalo)
# 
  lgMh     eps_sfr       eps_s  
   6.0   1.162e-05   1.315e-05  
   6.1   1.425e-05   1.577e-05  
   6.2   1.747e-05   1.892e-05  
   6.3   2.142e-05   2.269e-05  
   6.4   2.626e-05   2.722e-05  
   6.5   3.220e-05   3.265e-05  
   6.6   3.947e-05   3.917e-05  
   6.7   4.840e-05   4.699e-05  
   6.8   5.933e-05   5.639e-05  
   6.9   7.275e-05   6.769e-05  
   7.0   8.919e-05   8.126e-05  
   7.1   1.093e-04   9.760e-05  
   7.2   1.341e-04   1.173e-04  
   7.3   1.644e-04   1.410e-04  
   7.4   2.015e-04   1.697e-04  
   7.5   2.471e-04   2.044e-04  
   7.6   3.029e-04   2.466e-04  
   7.7   3.714e-04   2.981e-04  
   7.8   4.555e-04   3.611e-04  
   7.9   5.585e-04   4.388e-04  
   8.0   6.850e-04   5.353e-04  
   8.1   8.404e-04   6.562e-04  
   8.2   1.031e-03   8.092e-04  
   8.3   1.266e-03   1.006e-03  
   8.4   1.556e-03   1.262e-03  
   8.5   1.915e-03   1.601e-03  
   8.6   2.362e-03   2.060e-03  
   8.7   2.923e-03   2.693e-03  
   8.8   3.637e-03   3.587e-03  
   8.9   4.562e-03   4.875e-03  
   9.0   5.793e-03   6.774e-03  
   9.1   7.491e-03   9.627e-03  
   9.2   9.937e-03   1.399e-02  
   9.3   1.364e-02   2.076e-02  
   9.4   1.953e-02   3.138e-02  
   9.5   2.928e-02   4.806e-02  
   9.6   4.591e-02   7.415e-02  
   9.7   7.448e-02   1.142e-01  
   9.8   1.225e-01   1.733e-01  
   9.9   1.983e-01   2.548e-01  
  10.0   3.051e-01   3.563e-01  
  10.1   4.321e-01   4.664e-01  
  10.2   5.548e-01   5.689e-01  
  10.3   6.510e-01   6.520e-01  
  10.4   7.146e-01   7.130e-01  
  10.5   7.526e-01   7.542e-01  
  10.6   7.743e-01   7.795e-01  
  10.7   7.864e-01   7.937e-01  
  10.8   7.929e-01   8.010e-01  
  10.9   7.963e-01   8.044e-01  
  11.0   7.981e-01   8.056e-01  
  11.1   7.990e-01   8.057e-01  
  11.2         nan         nan  
  11.3         nan         nan  
  11.4         nan         nan  
  11.5         nan         nan  
  11.6         nan         nan  
  11.7         nan         nan  
  11.8         nan         nan  
  11.9         nan         nan  
  12.0         nan         nan  
  12.1         nan         nan  
  12.2         nan         nan  
  12.3         nan         nan  
  12.4         nan         nan  
  12.5         nan         nan  
  12.6         nan         nan  
  12.7         nan         nan  
  12.8         nan         nan  
  12.9         nan         nan  
  13.0         nan         nan  
  13.1         nan         nan  
  13.2         nan         nan  
  13.3         nan         nan  
  13.4         nan         nan  
  13.5         nan         nan  
  13.6         nan         nan  
  13.7         nan         nan  
  13.8         nan         nan  
  13.9         nan         nan  
  14.0         nan         nan  
  14.1         nan         nan  
  14.2         nan         nan  
  14.3         nan         nan  
  14.4         nan         nan  
  14.5         nan         nan  
  14.6         nan         nan  
  14.7         nan         nan  
  14.8         nan         nan  
  14.9         nan         nan  
  15.0         nan         nan  
